region	XYcellid	X:X	Y:Y	celltypes	efact
reg1	562.5__720.5	562.5	720.5	Stroma	1
reg1	562.5__1411	562.5	1411	Stroma	1
reg1	563__1371	563	1371	Stroma	1
reg1	564__1209	564	1209	Stroma	1
reg1	564.5__753.5	564.5	753.5	Stroma	1
reg1	565.5__960.5	565.5	960.5	Stroma	1
reg1	565.5__1165	565.5	1165	Stroma	1
reg1	566__778	566	778	Stroma	1
reg1	566__1344.5	566	1344.5	Stroma	1
reg1	566.5__1089.5	566.5	1089.5	Stroma	1
reg1	566.5__1240.5	566.5	1240.5	Stroma	1
reg1	568.5__830	568.5	830	Stroma	1
reg1	569.5__1325	569.5	1325	Stroma	1
reg1	570__572	570	572	Stroma	1
reg1	570.5__841	570.5	841	Stroma	1
reg1	570.5__1422	570.5	1422	Stroma	1
reg1	571.5__817	571.5	817	Stroma	1
reg1	571.5__993.5	571.5	993.5	Stroma	1
reg1	572__798.5	572	798.5	Stroma	1
reg1	572.5__880	572.5	880	Stroma	1
reg1	572.5__1480	572.5	1480	Stroma	1
reg1	574.5__1133	574.5	1133	Stroma	1
reg1	575__1068	575	1068	Stroma	1
reg1	575.5__517	575.5	517	Stroma	1
reg1	577.5__557	577.5	557	Stroma	1
reg1	577.5__1452.5	577.5	1452.5	Stroma	1
reg1	578__609	578	609	Stroma	1
reg1	578__1116	578	1116	Stroma	1
reg1	578.5__540	578.5	540	Stroma	1
reg1	578.5__934.5	578.5	934.5	Stroma	1
reg1	579.5__1365.5	579.5	1365.5	Stroma	1
reg1	580__1436	580	1436	Stroma	1
reg1	580.5__1225.5	580.5	1225.5	Stroma	1
reg1	581.5__662.5	581.5	662.5	Stroma	1
reg1	582__858.5	582	858.5	Stroma	1
reg1	582.5__1289.5	582.5	1289.5	Stroma	1
reg1	585__1099	585	1099	Stroma	1
reg1	586__782	586	782	Stroma	1
reg1	586.5__588	586.5	588	Stroma	1
reg1	586.5__625	586.5	625	Stroma	1
reg1	587__1205	587	1205	Stroma	1
reg1	587__1240.5	587	1240.5	Stroma	1
reg1	587__1261.5	587	1261.5	Stroma	1
reg1	587.5__722.5	587.5	722.5	Stroma	1
reg1	587.5__836.5	587.5	836.5	Stroma	1
reg1	587.5__1013	587.5	1013	Stroma	1
reg1	587.5__1316	587.5	1316	Stroma	1
reg1	588__1152	588	1152	Stroma	1
reg1	588__1407	588	1407	Stroma	1
reg1	588__1423	588	1423	Stroma	1
reg1	588__1493.5	588	1493.5	Stroma	1
reg1	589__1177.5	589	1177.5	Stroma	1
reg1	590.5__905	590.5	905	Macrophage	1
reg1	590.5__1515.5	590.5	1515.5	Macrophage	1
reg1	592__1384.5	592	1384.5	Macrophage	1
reg1	593__987.5	593	987.5	Macrophage	1
reg1	593.5__695.5	593.5	695.5	Macrophage	1
reg1	593.5__1539.5	593.5	1539.5	Macrophage	1
reg1	594__490	594	490	Macrophage	1
reg1	594__558.5	594	558.5	Macrophage	1
reg1	594__760.5	594	760.5	Macrophage	1
reg1	595__732	595	732	Macrophage	1
reg1	595.5__1129	595.5	1129	Macrophage	1
reg1	596__1043	596	1043	Macrophage	1
reg1	597.5__798	597.5	798	Macrophage	1
reg1	597.5__885.5	597.5	885.5	Macrophage	1
reg1	598__1441	598	1441	Macrophage	1
reg1	599__646	599	646	Macrophage	1
reg1	600__965	600	965	Macrophage	1
reg1	600.5__467.5	600.5	467.5	Macrophage	1
reg1	601__829.5	601	829.5	Macrophage	1
reg1	601__1321.5	601	1321.5	Macrophage	1
reg1	602__671.5	602	671.5	Macrophage	1
reg1	602.5__1094	602.5	1094	Macrophage	1
reg1	603__1424.5	603	1424.5	Macrophage	1
reg1	603.5__1072	603.5	1072	Macrophage	1
reg1	603.5__1463	603.5	1463	Macrophage	1
reg1	604__857.5	604	857.5	Macrophage	1
reg1	604__1253	604	1253	Macrophage	1
reg1	605__747	605	747	Macrophage	1
reg1	605.5__1117	605.5	1117	Macrophage	1
reg1	605.5__1227.5	605.5	1227.5	Macrophage	1
reg1	606__1507	606	1507	Macrophage	1
reg1	607__1409.5	607	1409.5	Macrophage	1
reg1	608__1481	608	1481	Macrophage	1
reg1	608.5__1356.5	608.5	1356.5	Macrophage	1
reg1	612__504.5	612	504.5	Macrophage	1
reg1	612.5__908.5	612.5	908.5	Macrophage	1
reg1	612.5__992	612.5	992	Macrophage	1
reg1	612.5__1290	612.5	1290	Macrophage	1
reg1	613.5__803	613.5	803	Macrophage	1
reg1	613.5__1168.5	613.5	1168.5	Macrophage	1
reg1	614__950	614	950	Macrophage	1
reg1	614__1543	614	1543	Macrophage	1
reg1	614.5__890.5	614.5	890.5	Macrophage	1
reg1	615__1397	615	1397	Macrophage	1
reg1	615.5__1215.5	615.5	1215.5	Macrophage	1
reg1	616.5__619	616.5	619	Macrophage	1
reg1	617__823.5	617	823.5	Macrophage	1
reg1	617__1017	617	1017	Macrophage	1
reg1	618__1241	618	1241	Macrophage	1
reg1	618__1314	618	1314	Macrophage	1
reg1	620__1491	620	1491	Macrophage	1
reg1	621.5__561.5	621.5	561.5	Macrophage	1
reg1	622__1262.5	622	1262.5	Macrophage	1
reg1	622__1438.5	622	1438.5	Macrophage	1
reg1	622.5__682.5	622.5	682.5	Macrophage	1
reg1	622.5__841	622.5	841	Macrophage	1
reg1	625.5__651.5	625.5	651.5	Macrophage	1
reg1	625.5__1517	625.5	1517	Macrophage	1
reg1	626.5__730	626.5	730	Macrophage	1
reg1	626.5__767	626.5	767	Macrophage	1
reg1	627__1384	627	1384	Macrophage	1
reg1	627__1470	627	1470	Macrophage	1
reg1	627.5__1083.5	627.5	1083.5	Macrophage	1
reg1	627.5__1415	627.5	1415	Macrophage	1
reg1	628.5__1065	628.5	1065	Macrophage	1
reg1	629__984.5	629	984.5	CD8T	1
reg1	630__857	630	857	CD8T	1
reg1	630__922	630	922	CD8T	1
reg1	630__1102	630	1102	CD8T	1
reg1	632__1179	632	1179	CD8T	1
reg1	633__494	633	494	CD8T	1
reg1	633__821.5	633	821.5	CD8T	1
reg1	633.5__1151	633.5	1151	CD8T	1
reg1	633.5__1277	633.5	1277	CD8T	1
reg1	634__895	634	895	CD8T	1
reg1	634.5__802	634.5	802	CD8T	1
reg1	634.5__1336	634.5	1336	CD8T	1
reg1	635__598.5	635	598.5	CD8T	1
reg1	635__1053.5	635	1053.5	CD8T	1
reg1	635.5__512	635.5	512	CD8T	1
reg1	636__1009.5	636	1009.5	CD8T	1
reg1	636__1033	636	1033	CD8T	1
reg1	636.5__1123.5	636.5	1123.5	CD8T	1
reg1	639.5__1201.5	639.5	1201.5	CD8T	1
reg1	639.5__1488.5	639.5	1488.5	CD8T	1
reg1	640__1538.5	640	1538.5	CD8T	1
reg1	640.5__885	640.5	885	CD8T	1
reg1	640.5__1359	640.5	1359	CD8T	1
reg1	641__1296	641	1296	CD8T	1
reg1	641.5__623	641.5	623	CD4T	1
reg1	641.5__1564.5	641.5	1564.5	CD4T	1
reg1	643__781.5	643	781.5	CD4T	1
reg1	643.5__456.5	643.5	456.5	CD4T	1
reg1	644.5__1520.5	644.5	1520.5	CD4T	1
reg1	646__969	646	969	CD4T	1
reg1	646__1227	646	1227	CD4T	1
reg1	646.5__866	646.5	866	CD4T	1
reg1	647__1320	647	1320	CD4T	1
reg1	647.5__820	647.5	820	CD4T	1
reg1	648__682	648	682	CD4T	1
reg1	648.5__989.5	648.5	989.5	CD4T	1
reg1	648.5__1584.5	648.5	1584.5	CD4T	1
reg1	649.5__1464.5	649.5	1464.5	CD4T	1
reg1	650__847.5	650	847.5	CD4T	1
reg1	650.5__648.5	650.5	648.5	CD4T	1
reg1	651.5__442	651.5	442	CD4T	1
reg1	651.5__726.5	651.5	726.5	CD4T	1
reg1	651.5__1071.5	651.5	1071.5	CD8T	1
reg1	652.5__1412.5	652.5	1412.5	CD8T	1
reg1	653__1547	653	1547	CD8T	1
reg1	653.5__1091.5	653.5	1091.5	CD8T	1
reg1	654__1040	654	1040	CD8T	1
reg1	654__1379.5	654	1379.5	CD8T	1
reg1	654.5__746	654.5	746	CD8T	1
reg1	655__766.5	655	766.5	CD8T	1
reg1	655__1450	655	1450	CD8T	1
reg1	655__1502.5	655	1502.5	CD8T	1
reg1	656.5__550.5	656.5	550.5	CD8T	1
reg1	656.5__1397.5	656.5	1397.5	CD8T	1
reg1	657__1026	657	1026	CD8T	1
reg1	657.5__829	657.5	829	CD8T	1
reg1	657.5__1110.5	657.5	1110.5	CD8T	1
reg1	658__1352.5	658	1352.5	CD8T	1
reg1	658__1428.5	658	1428.5	CD8T	1
reg1	659.5__1005	659.5	1005	CD8T	1
reg1	659.5__1562.5	659.5	1562.5	CD8T	1
reg1	660.5__714.5	660.5	714.5	CD8T	1
reg1	660.5__902	660.5	902	CD8T	1
reg1	661.5__692	661.5	692	CD8T	1
reg1	661.5__1194.5	661.5	1194.5	CD8T	1
reg1	663__1129.5	663	1129.5	CD8T	1
reg1	663.5__943	663.5	943	CD8T	1
reg1	664__920.5	664	920.5	CD8T	1
reg1	664.5__985	664.5	985	CD8T	1
reg1	665.5__1477.5	665.5	1477.5	CD8T	1
reg1	667__1495.5	667	1495.5	CD8T	1
reg1	667.5__1049.5	667.5	1049.5	CD8T	1
reg1	668__782.5	668	782.5	CD8T	1
reg1	669__428	669	428	CD8T	1
reg1	669.5__628	669.5	628	CD8T	1
reg1	670.5__490	670.5	490	CD8T	1
reg1	670.5__804.5	670.5	804.5	CD8T	1
reg1	671__1530.5	671	1530.5	CD8T	1
reg1	672__462.5	672	462.5	CD8T	1
reg1	672__835.5	672	835.5	CD8T	1
reg1	672.5__614	672.5	614	CD8T	1
reg1	672.5__1252.5	672.5	1252.5	CD8T	1
reg1	674__519	674	519	CD8T	1
reg1	674__1014	674	1014	CD8T	1
reg1	674.5__760.5	674.5	760.5	CD8T	1
reg1	674.5__868	674.5	868	CD8T	1
reg1	674.5__1095	674.5	1095	CD8T	1
reg1	675__1603.5	675	1603.5	CD8T	1
reg1	675__558.5	675	558.5	CD8T	1
reg1	675__1167.5	675	1167.5	CD8T	1
reg1	676__665	676	665	CD8T	1
reg1	676__735	676	735	CD8T	1
reg1	676__1453.5	676	1453.5	CD8T	1
reg1	676.5__1580.5	676.5	1580.5	CD8T	1
reg1	677__1270	677	1270	CD8T	1
reg1	677.5__648.5	677.5	648.5	CD8T	1
reg1	677.5__928	677.5	928	CD8T	1
reg1	678.5__1208.5	678.5	1208.5	CD8T	1
reg1	679.5__1376.5	679.5	1376.5	CD8T	1
reg1	680__1141	680	1141	CD8T	1
reg1	680__1560	680	1560	CD8T	1
reg1	681__853.5	681	853.5	CD8T	1
reg1	681__1187	681	1187	CD8T	1
reg1	681.5__1119	681.5	1119	CD8T	1
reg1	682__681	682	681	CD8T	1
reg1	682__701.5	682	701.5	CD8T	1
reg1	683__589	683	589	CD8T	1
reg1	684__434.5	684	434.5	CD8T	1
reg1	684.5__392	684.5	392	CD8T	1
reg1	684.5__1467	684.5	1467	CD8T	1
reg1	685__955	685	955	CD8T	1
reg1	685.5__1044.5	685.5	1044.5	CD8T	1
reg1	686__1297.5	686	1297.5	Tumor	1
reg1	686.5__1233.5	686.5	1233.5	Tumor	1
reg1	687__1615.5	687	1615.5	Tumor	1
reg1	687.5__827.5	687.5	827.5	Tumor	1
reg1	688__1525	688	1525	Tumor	1
reg1	688.5__765	688.5	765	Tumor	1
reg1	689__1075	689	1075	Tumor	1
reg1	689__1491.5	689	1491.5	Tumor	1
reg1	689.5__1107.5	689.5	1107.5	Tumor	1
reg1	690__1361.5	690	1361.5	Tumor	1
reg1	690.5__549.5	690.5	549.5	Tumor	1
reg1	691__746	691	746	Tumor	1
reg1	691.5__779.5	691.5	779.5	Tumor	1
reg1	691.5__877	691.5	877	Tumor	1
reg1	692__1447.5	692	1447.5	Tumor	1
reg1	694__575	694	575	Tumor	1
reg1	694__712.5	694	712.5	Tumor	1
reg1	695__1250.5	695	1250.5	Tumor	1
reg1	695.5__661	695.5	661	Tumor	1
reg1	696__989	696	989	Tumor	1
reg1	696.5__507.5	696.5	507.5	Tumor	1
reg1	696.5__897	696.5	897	Tumor	1
reg1	696.5__1019	696.5	1019	Tumor	1
reg1	697__1188.5	697	1188.5	Tumor	1
reg1	697__1206	697	1206	Tumor	1
reg1	697.5__415.5	697.5	415.5	Tumor	1
reg1	698__796	698	796	Tumor	1
reg1	698__1424.5	698	1424.5	Tumor	1
reg1	699__729.5	699	729.5	Tumor	1
reg1	700__861	700	861	Tumor	1
reg1	700__1530.5	700	1530.5	Tumor	1
reg1	700.5__923.5	700.5	923.5	Tumor	1
reg1	701.5__1394	701.5	1394	Tumor	1
reg1	702__1155.5	702	1155.5	Tumor	1
reg1	702__1583	702	1583	Tumor	1
reg1	702.5__1217.5	702.5	1217.5	Tumor	1
reg1	703__945.5	703	945.5	Tumor	1
reg1	704.5__1607.5	704.5	1607.5	Tumor	1
reg1	704.5__444.5	704.5	444.5	Tumor	1
reg1	704.5__1289.5	704.5	1289.5	Tumor	1
reg1	705.5__840	705.5	840	Tumor	1
reg1	705.5__1500	705.5	1500	Bcell	1
reg1	706.5__373	706.5	373	Bcell	1
reg1	706.5__1052.5	706.5	1052.5	Bcell	1
reg1	706.5__1409.5	706.5	1409.5	Bcell	1
reg1	707__690	707	690	Bcell	1
reg1	707__1267.5	707	1267.5	Bcell	1
reg1	708.5__769.5	708.5	769.5	Bcell	1
reg1	709__906	709	906	Bcell	1
reg1	709__1320	709	1320	Bcell	1
reg1	709.5__1621.5	709.5	1621.5	Bcell	1
reg1	709.5__1379.5	709.5	1379.5	Bcell	1
reg1	710__659.5	710	659.5	Bcell	1
reg1	710.5__1035.5	710.5	1035.5	Bcell	1
reg1	710.5__1074.5	710.5	1074.5	Bcell	1
reg1	711__1232	711	1232	Bcell	1
reg1	711__1246.5	711	1246.5	Bcell	1
reg1	711.5__392.5	711.5	392.5	Bcell	1
reg1	712__1348	712	1348	Bcell	1
reg1	712.5__722	712.5	722	Bcell	1
reg1	713__1208.5	713	1208.5	Bcell	1
reg1	713.5__743.5	713.5	743.5	Bcell	1
reg1	713.5__1535	713.5	1535	Bcell	1
reg1	715__1186.5	715	1186.5	Bcell	1
reg1	716__850	716	850	Bcell	1
reg1	717.5__472	717.5	472	Treg	1
reg1	718__1062.5	718	1062.5	Treg	1
reg1	719__1579.5	719	1579.5	Treg	1
reg1	719.5__970.5	719.5	970.5	Treg	1
reg1	720__710.5	720	710.5	Treg	1
reg1	720__810	720	810	Treg	1
reg1	720__1001	720	1001	Treg	1
reg1	720.5__428.5	720.5	428.5	Treg	1
reg1	721.5__939	721.5	939	Treg	1
reg1	721.5__1317	721.5	1317	Treg	1
reg1	722__1365.5	722	1365.5	Treg	1
reg1	724.5__1399	724.5	1399	Treg	1
reg1	725.5__1286	725.5	1286	Treg	1
reg1	726.5__646	726.5	646	Treg	1
reg1	726.5__1487	726.5	1487	Treg	1
reg1	726.5__1514	726.5	1514	Treg	1
reg1	728__1172.5	728	1172.5	Treg	1
reg1	728.5__873	728.5	873	Treg	1
reg1	728.5__1308.5	728.5	1308.5	Treg	1
reg1	729__1620.5	729	1620.5	Treg	1
reg1	730.5__1223.5	730.5	1223.5	Treg	1
reg1	732__565.5	732	565.5	Treg	1
reg1	732__739.5	732	739.5	Treg	1
reg1	733.5__1063	733.5	1063	Treg	1
reg1	733.5__1248.5	733.5	1248.5	Treg	1
reg1	734.5__1199	734.5	1199	Treg	1
reg1	735__769	735	769	Treg	1
reg1	735__1453.5	735	1453.5	Treg	1
reg1	736__612	736	612	Treg	1
reg1	737__1027	737	1027	Treg	1
reg1	738__1339.5	738	1339.5	Treg	1
reg1	738.5__386	738.5	386	Treg	1
reg1	738.5__538	738.5	538	Treg	1
reg1	738.5__638	738.5	638	Treg	1
reg1	739__1097.5	739	1097.5	Treg	1
reg1	739__1119	739	1119	Treg	1
reg1	739.5__945.5	739.5	945.5	Treg	1
reg1	740.5__367	740.5	367	Treg	1
reg1	741__587	741	587	Treg	1
reg1	741__855	741	855	Treg	1
reg1	741__899	741	899	Treg	1
reg1	741__1383	741	1383	Treg	1
reg1	741.5__1648.5	741.5	1648.5	Treg	1
reg1	741.5__344.5	741.5	344.5	Treg	1
reg1	741.5__1280	741.5	1280	Treg	1
reg1	741.5__1360.5	741.5	1360.5	Treg	1
reg1	742__970	742	970	Treg	1
reg1	743__626	743	626	Treg	1
reg1	743__658	743	658	Treg	1
reg1	743__717	743	717	Treg	1
reg1	745__1293	745	1293	Treg	1
reg1	746__825	746	825	Treg	1
reg1	746.5__993.5	746.5	993.5	Treg	1
reg1	746.5__1533	746.5	1533	Stroma	1
reg1	746.5__1559.5	746.5	1559.5	Stroma	1
reg1	747__795.5	747	795.5	Stroma	1
reg1	748__1009	748	1009	Stroma	1
reg1	748__1270.5	748	1270.5	Stroma	1
reg1	748__1323.5	748	1323.5	Stroma	1
reg1	748__1405.5	748	1405.5	Stroma	1
reg1	749__1630.5	749	1630.5	Stroma	1
reg1	749__746	749	746	Stroma	1
reg1	749__1140	749	1140	Stroma	1
reg1	749.5__848	749.5	848	Stroma	1
reg1	750__551.5	750	551.5	Stroma	1
reg1	750__1065.5	750	1065.5	Stroma	1
reg1	752.5__678	752.5	678	Stroma	1
reg1	754__1176	754	1176	Stroma	1
reg1	754.5__1654.5	754.5	1654.5	Stroma	1
reg1	754.5__774.5	754.5	774.5	Stroma	1
reg1	754.5__1096	754.5	1096	Stroma	1
reg1	755__1604	755	1604	Stroma	1
reg1	755.5__1209.5	755.5	1209.5	CD4T	1
reg1	756__1159	756	1159	CD4T	1
reg1	756.5__1233.5	756.5	1233.5	CD4T	1
reg1	757__906	757	906	CD4T	1
reg1	757.5__585.5	757.5	585.5	CD4T	1
reg1	759__1293	759	1293	CD4T	1
reg1	760.5__1515.5	760.5	1515.5	CD4T	1
reg1	761__1627.5	761	1627.5	CD4T	1
reg1	761__925	761	925	CD4T	1
reg1	762__651.5	762	651.5	CD4T	1
reg1	762__1031.5	762	1031.5	CD4T	1
reg1	762.5__507	762.5	507	CD4T	1
reg1	762.5__562	762.5	562	CD4T	1
reg1	762.5__1189	762.5	1189	CD4T	1
reg1	762.5__1341	762.5	1341	CD4T	1
reg1	764__1079.5	764	1079.5	CD4T	1
reg1	765__1058	765	1058	CD4T	1
reg1	766__631	766	631	CD4T	1
reg1	766__1545	766	1545	CD4T	1
reg1	767.5__393	767.5	393	CD4T	1
reg1	768.5__817	768.5	817	CD4T	1
reg1	769__726	769	726	CD4T	1
reg1	769.5__1368.5	769.5	1368.5	CD4T	1
reg1	770__486	770	486	Tumor	1
reg1	770__1283.5	770	1283.5	Tumor	1
reg1	770__1482	770	1482	Tumor	1
reg1	770.5__1012.5	770.5	1012.5	Macrophage	1
reg1	771__1315	771	1315	Macrophage	1
reg1	771.5__1134.5	771.5	1134.5	Macrophage	1
reg1	772__456.5	772	456.5	Tumor	1
reg1	772__748.5	772	748.5	Tumor	1
reg1	772__849	772	849	Tumor	1
reg1	772.5__528.5	772.5	528.5	Macrophage	1
reg1	772.5__978.5	772.5	978.5	Macrophage	1
reg1	773.5__998	773.5	998	Macrophage	1
reg1	773.5__1144	773.5	1144	Tumor	1
reg1	773.5__1225.5	773.5	1225.5	Tumor	1
reg1	774.5__1656.5	774.5	1656.5	Tumor	1
reg1	774.5__1253	774.5	1253	Macrophage	1
reg1	774.5__1416.5	774.5	1416.5	Macrophage	1
reg1	774.5__1595	774.5	1595	Macrophage	1
reg1	777__1101.5	777	1101.5	Tumor	1
reg1	777__1347.5	777	1347.5	Tumor	1
reg1	777.5__1204.5	777.5	1204.5	CD8T	1
reg1	778__1085.5	778	1085.5	CD8T	1
reg1	779__417	779	417	CD8T	1
reg1	779.5__1020	779.5	1020	CD4T	1
reg1	781__1156	781	1156	CD4T	1
reg1	781__1401	781	1401	CD4T	1
reg1	784__691.5	784	691.5	Treg	1
reg1	784__1171	784	1171	Treg	1
reg1	784__1573	784	1573	Treg	1
reg1	784.5__1065	784.5	1065	Stroma	1
reg1	786__1615.5	786	1615.5	Stroma	1
reg1	786__1273.5	786	1273.5	Tumor	1
reg1	786.5__913.5	786.5	913.5	Tumor	1
reg1	786.5__1524.5	786.5	1524.5	Macrophage	1
reg1	787__1636.5	787	1636.5	Macrophage	1
reg1	788__1192.5	788	1192.5	Tumor	1
reg1	788__1298.5	788	1298.5	Tumor	1
reg1	788.5__508	788.5	508	CD8T	1
reg1	789.5__1214.5	789.5	1214.5	CD8T	1
reg1	790.5__975	790.5	975	CD8T	1
reg1	791__1086	791	1086	CD4T	1
reg1	791.5__1486	791.5	1486	CD4T	1
reg1	792__821.5	792	821.5	CD4T	1
reg1	792__1327.5	792	1327.5	Treg	1
reg1	792__1346.5	792	1346.5	Treg	1
reg1	793.5__1232.5	793.5	1232.5	Treg	1
reg1	795__797	795	797	Stroma	1
reg1	795__1015.5	795	1015.5	Stroma	1
reg1	795.5__1654.5	795.5	1654.5	Tumor	1
reg1	795.5__1147.5	795.5	1147.5	Tumor	1
reg1	797__467	797	467	Macrophage	1
reg1	797__1123.5	797	1123.5	Macrophage	1
reg1	798__619	798	619	Tumor	1
reg1	798__936	798	936	Tumor	1
reg1	798__1051.5	798	1051.5	CD8T	1
reg1	798.5__531.5	798.5	531.5	CD8T	1
reg1	798.5__1568.5	798.5	1568.5	CD8T	1
reg1	799__1253.5	799	1253.5	CD4T	1
reg1	799.5__431.5	799.5	431.5	CD4T	1
reg1	799.5__1438	799.5	1438	CD4T	1
reg1	800__738.5	800	738.5	Treg	1
reg1	801__857	801	857	Treg	1
reg1	801.5__1419	801.5	1419	Treg	1
reg1	802__391	802	391	Stroma	1
reg1	802__1475	802	1475	Stroma	1
reg1	802.5__579	802.5	579	Tumor	1
reg1	802.5__680	802.5	680	Tumor	1
reg1	803__962.5	803	962.5	Macrophage	1
reg1	803__1401.5	803	1401.5	Macrophage	1
reg1	803.5__762	803.5	762	Tumor	1
reg1	804__1280	804	1280	Tumor	1
reg1	805.5__1311	805.5	1311	CD8T	1
reg1	806__1376.5	806	1376.5	Bcell	1
reg1	806.5__483.5	806.5	483.5	Bcell	1
reg1	806.5__1037.5	806.5	1037.5	Tumor	1
reg1	807__1679	807	1679	Tumor	1
reg1	807__658.5	807	658.5	CD8T	1
reg1	808__888.5	808	888.5	CD8T	1
reg1	808__1238	808	1238	CD8T	1
reg1	808.5__986	808.5	986	CD4T	1
reg1	810__1191	810	1191	CD4T	1
reg1	810.5__1012.5	810.5	1012.5	CD4T	1
reg1	810.5__1333	810.5	1333	Treg	1
reg1	811__598	811	598	Treg	1
reg1	811__1090.5	811	1090.5	Treg	1
reg1	811__1493	811	1493	Stroma	1
reg1	811.5__1619	811.5	1619	Stroma	1
reg1	811.5__372	811.5	372	Tumor	1
reg1	812__1559.5	812	1559.5	Tumor	1
reg1	812__1597	812	1597	Macrophage	1
reg1	812.5__1064	812.5	1064	Macrophage	1
reg1	814.5__1660	814.5	1660	Tumor	1
reg1	814.5__343.5	814.5	343.5	Tumor	1
reg1	814.5__1170	814.5	1170	CD8T	1
reg1	816.5__1148	816.5	1148	Bcell	1
reg1	816.5__1341.5	816.5	1341.5	Bcell	1
reg1	817__405	817	405	Tumor	1
reg1	817__694.5	817	694.5	Tumor	1
reg1	817.5__1113	817.5	1113	CD8T	1
reg1	817.5__1217	817.5	1217	CD8T	1
reg1	817.5__1395.5	817.5	1395.5	CD8T	1
reg1	817.5__1511	817.5	1511	CD4T	1
reg1	818__446.5	818	446.5	CD4T	1
reg1	818__930.5	818	930.5	CD4T	1
reg1	818.5__822	818.5	822	Treg	1
reg1	818.5__1130.5	818.5	1130.5	Treg	1
reg1	818.5__1575.5	818.5	1575.5	Treg	1
reg1	819__317	819	317	Stroma	1
reg1	819__624	819	624	Stroma	1
reg1	820.5__1280.5	820.5	1280.5	Tumor	1
reg1	821__428	821	428	Tumor	1
reg1	821.5__1636	821.5	1636	Macrophage	1
reg1	821.5__415	821.5	415	Macrophage	1
reg1	823.5__727	823.5	727	Tumor	1
reg1	824__1248.5	824	1248.5	Tumor	1
reg1	824__1474	824	1474	CD8T	1
reg1	824.5__790	824.5	790	Bcell	1
reg1	825__677	825	677	Bcell	1
reg1	825__1097	825	1097	Tumor	1
reg1	826.5__1313.5	826.5	1313.5	Tumor	1
reg1	826.5__1378	826.5	1378	CD8T	1
reg1	828.5__454.5	828.5	454.5	CD8T	1
reg1	829.5__747	829.5	747	CD8T	1
reg1	830__1195	830	1195	CD4T	1
reg1	831__1495	831	1495	CD4T	1
reg1	831.5__872	831.5	872	CD4T	1
reg1	831.5__1354	831.5	1354	Treg	1
reg1	833.5__769.5	833.5	769.5	Treg	1
reg1	833.5__1241	833.5	1241	Treg	1
reg1	834.5__621	834.5	621	Stroma	1
reg1	834.5__706.5	834.5	706.5	Stroma	1
reg1	834.5__1597	834.5	1597	Tumor	1
reg1	835__1663	835	1663	Tumor	1
reg1	835.5__333.5	835.5	333.5	Macrophage	1
reg1	835.5__1267	835.5	1267	Macrophage	1
reg1	836__1480.5	836	1480.5	Tumor	1
reg1	836.5__374.5	836.5	374.5	Tumor	1
reg1	836.5__1304	836.5	1304	CD8T	1
reg1	837.5__904.5	837.5	904.5	Bcell	1
reg1	838__1162	838	1162	Bcell	1
reg1	838__1424.5	838	1424.5	Tumor	1
reg1	838.5__1068	838.5	1068	Tumor	1
reg1	839__1368	839	1368	CD8T	1
reg1	839.5__513.5	839.5	513.5	CD8T	1
reg1	839.5__1283	839.5	1283	CD8T	1
reg1	839.5__1517.5	839.5	1517.5	CD4T	1
reg1	840__349	840	349	CD4T	1
reg1	840.5__952	840.5	952	CD4T	1
reg1	840.5__984	840.5	984	Treg	1
reg1	840.5__1116.5	840.5	1116.5	Treg	1
reg1	841__1139	841	1139	Treg	1
reg1	841.5__316.5	841.5	316.5	Stroma	1
reg1	841.5__832.5	841.5	832.5	Stroma	1
reg1	843.5__1446	843.5	1446	Tumor	1
reg1	844__805	844	805	Tumor	1
reg1	844__920	844	920	Macrophage	1
reg1	845.5__598	845.5	598	Macrophage	1
reg1	845.5__1337	845.5	1337	Tumor	1
reg1	846__1097	846	1097	Tumor	1
reg1	847__1464.5	847	1464.5	CD8T	1
reg1	850__619.5	850	619.5	Bcell	1
reg1	851__1418	851	1418	Bcell	1
reg1	851.5__469	851.5	469	Tumor	1
reg1	852__734.5	852	734.5	Tumor	1
reg1	852.5__699	852.5	699	CD8T	1
reg1	853__1032.5	853	1032.5	CD8T	1
reg1	853__1121	853	1121	CD8T	1
reg1	853.5__1645	853.5	1645	CD4T	1
reg1	853.5__938	853.5	938	CD4T	1
reg1	854.5__1622.5	854.5	1622.5	CD4T	1
reg1	854.5__1672	854.5	1672	Treg	1
reg1	854.5__1596	854.5	1596	Treg	1
reg1	855__446.5	855	446.5	Treg	1
reg1	855__1264.5	855	1264.5	Stroma	1
reg1	856__369	856	369	Stroma	1
reg1	856__1079	856	1079	Tumor	1
reg1	856__1358	856	1358	Tumor	1
reg1	856.5__1293.5	856.5	1293.5	Macrophage	1
reg1	857.5__1694.5	857.5	1694.5	Macrophage	1
reg1	859__1144.5	859	1144.5	Tumor	1
reg1	859.5__1187.5	859.5	1187.5	Tumor	1
reg1	861__1240	861	1240	CD8T	1
reg1	862__655	862	655	Bcell	1
reg1	862__1389.5	862	1389.5	Bcell	1
reg1	862.5__1429.5	862.5	1429.5	Tumor	1
reg1	863__313	863	313	Tumor	1
reg1	863__1096	863	1096	CD8T	1
reg1	863.5__508.5	863.5	508.5	CD8T	1
reg1	864__772	864	772	CD8T	1
reg1	865__797	865	797	CD4T	1
reg1	865__913	865	913	CD4T	1
reg1	865__1063	865	1063	CD4T	1
