ClusterName	cell2type	Spots	Patients	Groups	N_ct1	N_all	quant	zscore	mean_ct1	d_mean	d_sd	d_0.01	d_0.05	d_0.25	d_0.5	d_0.75	d_0.95	d_0.99
Macrophage	Bcell	5	5	1	130	1410	386	-0.277580366079811	19.6755880983794	19.9036992641899	0.821784224266403	17.9605820497852	18.4746192056721	19.376916888579	19.9490246056381	20.4419205472247	21.2188599496054	21.7971598555902
Macrophage	Bcell	6	6	2	55	1773	0	-2.8421085529726	25.7224321880022	33.3759177004832	2.69288993359388	27.3262467149703	29.1168933107965	31.5590163173655	33.3417141745305	35.1911277809487	37.8931312882105	39.7552636176148
Macrophage	Bcell	7	7	1	73	1712	199	-0.841554709638368	50.9013079692515	54.2789893589377	4.01362068443255	44.9252804278667	47.9186128734744	51.5743904653579	54.0594726823859	56.970554313743	60.902964076204	63.4055949783619
Macrophage	Bcell	8	8	2	281	1906	599	0.236665525189262	19.3276657293302	19.1835165698535	0.609083893234434	17.8548819083525	18.2454170239195	18.7632760856496	19.1474625585412	19.5888643548966	20.1888513450656	20.6923073128514
Macrophage	Bcell	9	9	2	289	2012	16	-2.07353293294061	22.4662884603154	24.0526019811868	0.765029335040154	22.2544735161158	22.7869358962421	23.5306893896134	24.0320838165588	24.5574987733093	25.3332609732992	25.8142499885568
Macrophage	Bcell	10	10	2	325	2202	371	-0.311202019892336	18.3186820909447	18.5012117421375	0.586531061899633	17.2157928642705	17.5118053718445	18.1060217825255	18.4982652182633	18.8894588739077	19.4756667353289	19.9510411075452
Stroma	Bcell	1	1	1	197	2327	1	-2.78730141416956	17.7042102284947	19.8334995812546	0.763925043031009	18.1688387261625	18.5692935687699	19.3385986460783	19.8207607019399	20.3517412211899	21.0351296209944	21.5804127034437
Stroma	Bcell	2	2	1	249	1859	927	1.51261368587105	26.2762772919931	24.7613994277696	1.00149686491245	22.4859007178963	23.1011261346502	24.108501501145	24.7621854341597	25.4226498299522	26.4343998796197	27.0735757982553
Stroma	Bcell	3	3	2	122	1106	228	-0.743195028277584	16.3973943449268	17.7558054681383	1.82779899155097	14.4292548943481	15.0565387323886	16.4940690242716	17.5702231927572	18.8560557633287	21.0486320619696	23.2278374718324
Stroma	Bcell	4	4	1	122	1203	253	-0.678084900130466	22.6830901944232	23.4458051123501	1.1248074065359	20.9398485943974	21.6682599802239	22.6659165512479	23.4348158649355	24.1585581820604	25.3961465921168	26.1009009900759
Stroma	Bcell	5	5	1	130	1410	754	0.679821318569012	20.3585885618079	19.7864883132273	0.841545025073518	17.8813678597023	18.4224109381008	19.2055989849473	19.7556967416456	20.3472011237368	21.1316454159742	21.7539601051584
Stroma	Bcell	6	6	2	91	1773	0	-4.96998850956545	23.5432077600386	33.7781881212588	2.05935694650431	29.1381132316476	30.3733465817035	32.4262140963395	33.7409443846409	35.154069458395	37.2437470798002	38.7998526051637
Stroma	Bcell	7	7	1	49	1712	16	-2.05843341940092	44.2032958025637	54.3517297641348	4.93017353193024	43.2613047166936	46.5153501410623	50.8358470462698	54.1534221568383	57.7401120304343	62.4808745934372	65.8935879605323
Stroma	Bcell	8	8	2	140	1906	876	1.15264488982648	20.1323969695245	19.0627484255159	0.927994869408296	17.0611578739739	17.5727174133395	18.4433843771722	19.0375989575684	19.659984768443	20.7475401969976	21.2328228609769
Stroma	Bcell	9	9	2	192	2012	48	-1.64069470708875	22.4726897620905	23.9778480916732	0.917390860761319	21.9315480380497	22.5072806520794	23.3496095207255	23.97912841205	24.6232495710908	25.5073687242377	26.0156610500899
Stroma	Bcell	10	10	2	326	2202	582	0.182306864112523	18.5789236022109	18.4721456672071	0.58570441394853	17.2098089070495	17.5441833919145	18.07110806507	18.4546961916562	18.8615691009277	19.4890333403146	19.861954628615
Treg	Bcell	1	1	1	303	2327	0	-4.43288132268736	17.2408694504398	19.9939493607266	0.621058789955995	18.6613193075218	19.0201357808959	19.5638406272367	19.9840524387735	20.3765291491916	21.1071292666434	21.4302934664184
Treg	Bcell	2	2	1	131	1859	1000	7.16579254012357	33.7998288821472	24.2329519361883	1.3350759029641	21.360005684968	22.1486312903447	23.3028218189746	24.1968855976245	25.1081595236046	26.4545252421827	27.5154827000464
Treg	Bcell	3	3	2	167	1106	565	0.083621154443056	17.7416624444386	17.6143588019733	1.52238561298409	14.6015745146856	15.399428521351	16.4984001871832	17.4829208912016	18.6088661360856	20.3567474366098	21.5522734790985
Treg	Bcell	4	4	1	158	1203	687	0.485671031499062	23.8164949559807	23.334997388839	0.991406808134092	21.0964403635635	21.766893890841	22.6473500723858	23.3167220549558	24.0157532064082	25.0201503841557	25.821884727408
Treg	Bcell	5	5	1	146	1410	832	1.01499787030405	20.5770745962107	19.7751578606925	0.790067407016351	17.913566011167	18.4656802694932	19.2299994640965	19.762738758005	20.3135451859969	21.1106502085691	21.5232900261871
Treg	Bcell	6	6	2	106	1773	0	-5.65670892993216	23.3925696450402	33.8060191874923	1.84090248790244	29.4754076907924	30.924775016348	32.5091329786465	33.8022512791133	35.057105684799	36.7368830902574	38.1729583874454
Treg	Bcell	7	7	1	35	1712	540	0.0526111756365042	55.1169821613402	54.799896913095	6.02695614399403	42.51210873894	45.4081449201383	50.5811118063825	54.5142337250143	58.7316112784888	65.3333273347162	70.2465043333892
Treg	Bcell	8	8	2	164	1906	129	-1.1598464545842	18.3342237198651	19.2654930120652	0.802924635859656	17.4606210440138	17.9750947814193	18.7120687095337	19.2610268933504	19.8213945409178	20.5548061014109	21.1329052999879
Treg	Bcell	9	9	2	325	2012	822	0.930995426673958	24.3906454472154	23.7480044233946	0.690273018973626	22.1461699205973	22.6025366751227	23.2892350253532	23.7387951628779	24.2182770873071	24.8370906530944	25.3446052187916
Treg	Bcell	10	10	2	238	2202	89	-1.25479147694786	17.6515373338487	18.543938136702	0.711194504623197	17.0602950396119	17.3947482924515	18.0614887218616	18.4869413319429	19.0126382322449	19.7312250086976	20.4405188014016
Tumor	Bcell	1	1	1	748	2327	985	2.2542407260386	20.269687022595	19.3884634207912	0.390918144466481	18.5690972093771	18.7633865781088	19.1312612769702	19.3772502712031	19.6464674360872	20.0707781073813	20.3137427340491
Tumor	Bcell	2	2	1	476	1859	1000	4.09659218388789	27.0058115623126	24.1255801474619	0.70307984919242	22.5419624597542	22.9737409028104	23.6468829888707	24.1320734900457	24.5704776189906	25.2903842889927	25.7610112661862
Tumor	Bcell	3	3	2	311	1106	809	0.933247882692439	18.3965303290764	17.3589734466205	1.11176987561177	15.0050854177761	15.64150151744	16.5558186966832	17.3000562384719	18.1608361183346	19.2268009576665	20.04641635137
Tumor	Bcell	4	4	1	367	1203	499	-0.021945878189655	23.4034072146034	23.4185750293014	0.691146399656231	21.9144935145652	22.3100937919397	22.9286704307473	23.4083146036541	23.8568806460173	24.5881950357456	25.0464367456557
Tumor	Bcell	5	5	1	409	1410	412	-0.253620135814857	19.7542330959185	19.8761818477342	0.480832294422926	18.8156630916312	19.1312719486138	19.5557214074832	19.8475660731688	20.1685528798824	20.7256645073458	21.0469466529782
Tumor	Bcell	6	6	2	1235	1773	1000	35.2193846971841	37.3648276946264	23.5858709706144	0.391232182006679	22.6625701005156	22.9328714498032	23.3266259295096	23.575165817701	23.8390742040097	24.2540585034002	24.5100806057106
Tumor	Bcell	7	7	1	1376	1712	1000	10.9506989318567	56.1775330847446	46.8187304520754	0.854630621379197	45.005172979349	45.3897574756419	46.264783339627	46.8143108771086	47.3688832464562	48.2197118332745	48.798931257299
Tumor	Bcell	8	8	2	549	1906	631	0.321638284916756	19.3188924878011	19.1724041181679	0.455444443347867	18.1013046460622	18.4073571839103	18.8624359936708	19.1698161269016	19.4699812834124	19.949345311517	20.2436716953047
Tumor	Bcell	9	9	2	461	2012	940	1.57483491207067	24.5574655161701	23.6345645793619	0.586030275131992	22.360713502299	22.688104483097	23.2286936299173	23.6305835242074	24.0158452629091	24.6204944035018	24.9574247575891
Tumor	Bcell	10	10	2	383	2202	897	1.31139469074844	19.07840803058	18.3292553560704	0.571264074648729	17.146738239171	17.4625714496947	17.92495098677	18.2893302903431	18.7059858440467	19.3233925011065	19.7965174417267
Bcell	CD4T	1	1	1	219	2327	1000	10.8973334812282	26.8149137948967	17.7869292295057	0.82845813436311	16.1061541151333	16.4311973499391	17.2154614550723	17.7774829761642	18.3311608785204	19.2215310580195	19.7730001407327
Bcell	CD4T	2	2	1	154	1859	961	1.76146950570536	16.405796525441	15.3138500469472	0.61990654675373	14.0280316579237	14.3260342417666	14.8723925443924	15.2883540042865	15.7270861225099	16.3367239145655	16.7792682941904
Bcell	CD4T	3	3	2	121	1106	51	-1.50892364613198	13.6577091189962	15.1260779774204	0.97312336657209	13.2988034166088	13.6563266253567	14.4279842973972	15.031438559436	15.7096791492511	16.7656915008688	17.9025065587602
Bcell	CD4T	4	4	1	61	1203	968	2.06850319053671	16.4085495658444	14.1713302447182	1.08156435598522	11.945478700332	12.5663196385314	13.412834559737	14.1232185137206	14.8135601486781	16.0035150104697	16.9973209564225
Bcell	CD4T	5	5	1	130	1410	358	-0.373246580729103	13.9499523277806	14.1645094775731	0.574840228605391	12.7950923185302	13.1853425921488	13.7879529994866	14.1547494010828	14.5561584227614	15.1222138927239	15.5313536714967
Bcell	CD4T	6	6	2	95	1773	0	-4.69658122897915	23.2663156419778	32.4999253891022	1.96602790347806	27.7236543713086	29.4598845483568	31.2094069037624	32.3745437927262	33.8169056522672	35.8497421935507	36.9654079720773
Bcell	CD4T	7	7	1	24	1712	14	-2.11243172363773	23.3528579433631	30.7305980948514	3.49253425279156	23.0421576219534	25.2993223757779	28.3852549551177	30.6161788946874	33.1928907365789	36.4084235564991	39.2247661063795
Bcell	CD4T	8	8	2	141	1906	204	-0.789136637772238	12.6479065055835	13.1331432095865	0.61489567303942	11.8892308928882	12.2268660374796	12.7139699044624	13.0854495569784	13.4907182251782	14.1756632287206	14.9066497003905
Bcell	CD4T	9	9	2	96	2012	756	0.684264638731135	12.2544348343422	11.8617786066038	0.57383679575575	10.6685062773114	10.9828484100257	11.4654022606614	11.8312023997127	12.2335356484328	12.8423220886277	13.2929556459322
Bcell	CD4T	10	10	2	162	2202	280	-0.632427043498089	11.7170993078638	12.0362517578118	0.504647062818093	11.0304119150818	11.3128476559339	11.6796116542326	11.9744388759761	12.3390929764096	12.9939919130833	13.4723031082132
CD4T	CD4T	1	1	1	229	2327	0	-3.94904322283241	15.7514171726266	18.9607299810425	0.812681104592727	17.2329808522623	17.6558443152383	18.4084019645402	18.9550496660337	19.509853933361	20.3168569697694	20.9120356436832
CD4T	CD4T	2	2	1	285	1859	0	-3.78696564474165	13.8868091893556	15.7006315187592	0.478964558847315	14.6145467239148	14.898269769094	15.3808678265072	15.6899005888377	16.0153881651737	16.507996792988	16.8070658397393
CD4T	CD4T	3	3	2	142	1106	1000	3.58361053860095	17.2120939638636	14.7128432989542	0.697411350365415	13.2572204138539	13.6161439613506	14.1779429750898	14.7073097207882	15.213341409459	15.9174742980203	16.3371725250395
CD4T	CD4T	4	4	1	190	1203	545	0.0415030333714024	14.2414083943789	14.2143656261823	0.651585342077016	12.8621572370904	13.224426203103	13.7478021665485	14.17487191708	14.6288662500117	15.3343979093757	15.9173062318546
CD4T	CD4T	5	5	1	270	1410	485	-0.0598640724321833	14.115353927417	14.1392110830967	0.398522096984907	13.2511693604928	13.4894990709734	13.8628661272348	14.1243837998367	14.4127834382799	14.8028704294622	15.0576490278113
CD4T	CD4T	6	6	2	101	1773	0	-4.91930410603371	23.0410113421941	32.6227369644127	1.94778070549985	28.4063181294285	29.370028326871	31.2985288356758	32.6837775162193	33.9474244819502	35.7457558772212	37.0560955402634
CD4T	CD4T	7	7	1	82	1712	14	-2.13525665413692	26.9361112091502	30.9663335168433	1.8874650501076	26.7611560191778	27.8142596366727	29.7119352880359	30.8166771216344	32.2325593558682	34.0104906555533	35.4056431365705
CD4T	CD4T	8	8	2	349	1906	96	-1.21731630513922	12.7250719885316	13.1997134653973	0.38990809115256	12.3515423512245	12.5742933794084	12.9505723508521	13.1808787163836	13.4403591903005	13.8728263181258	14.1310629257103
CD4T	CD4T	9	9	2	456	2012	0	-2.64143520862849	11.3443494990934	12.0963163959094	0.284681181790752	11.4925213013864	11.6332630037636	11.8927297554437	12.0962782093029	12.2814159151744	12.5566572881359	12.8268785939454
CD4T	CD4T	10	10	2	443	2202	200	-0.880525220782469	11.7908229157687	12.0463944212599	0.290248932636008	11.4458638741045	11.616708346367	11.8421258335791	12.0250344897607	12.2370532564648	12.5319808707878	12.8155102143826
CD8T	CD4T	1	1	1	367	2327	0	-6.22033088416342	15.2061150006009	19.2921482983264	0.65688359249959	17.808723508186	18.2145531374164	18.8583353329554	19.313131820836	19.7152664989251	20.3834525647006	20.8617059207272
CD8T	CD4T	2	2	1	339	1859	0	-3.78252546880819	14.0045711133881	15.7275685229399	0.455515084765496	14.7606954311433	14.9822553107481	15.4137031035353	15.7166144877766	16.0465218524319	16.4813703865666	16.8522732103409
CD8T	CD4T	3	3	2	121	1106	877	1.23567455601652	16.0742788433996	14.8616736036012	0.981330588943622	13.0063527384043	13.4407988540508	14.1701473743757	14.780240759671	15.3976944662952	16.5626197838915	17.5843124140899
CD8T	CD4T	4	4	1	183	1203	744	0.619088475755332	14.5630302205757	14.1872693690536	0.606958239795317	12.9015961711676	13.2071744040367	13.7643342487711	14.1721479186115	14.5729616647703	15.1757220288031	15.7499180319585
CD8T	CD4T	5	5	1	195	1410	238	-0.733486306258396	13.8471260546287	14.1959150827213	0.475522208276499	13.2055880266106	13.4658190717707	13.8558431900341	14.1901929009959	14.5019345628745	14.9854210112077	15.3899228283411
CD8T	CD4T	6	6	2	90	1773	0	-6.37259695439299	19.4763677146178	32.7291804297991	2.07965650582144	28.2252299638298	29.4459615981894	31.2602728576464	32.6655105283551	34.1619836394344	36.1329923756278	37.5382270694242
CD8T	CD4T	7	7	1	73	1712	0	-4.67618269631138	21.960784003363	31.1035534483744	1.95517798143843	26.9011203940621	28.0346409384692	29.8123886488937	31.0495501547018	32.3802238782931	34.4001375344376	35.9861544945631
CD8T	CD4T	8	8	2	282	1906	915	1.39848012747978	13.5668284691873	13.0219946905832	0.389589932597698	12.1008409576258	12.4164259144814	12.7545061941566	13.0037405264687	13.2737409002869	13.6881765173326	13.9541129841063
CD8T	CD4T	9	9	2	193	2012	994	2.45068352513178	12.831244046505	11.8063761367888	0.418196759886048	10.8619686902321	11.1512176294482	11.5158711919469	11.8020223249789	12.0811441205805	12.5066961761019	12.8088442441747
CD8T	CD4T	10	10	2	325	2202	350	-0.419776076094699	11.8605038221122	12.0195467597756	0.378875659477675	11.2090499471223	11.4593232107322	11.76440725901	11.9968013598809	12.250762875786	12.6730267431348	13.0475321081325
Macrophage	CD4T	1	1	1	264	2327	1000	9.68570908235965	24.1901432931032	17.9424940026309	0.645037883891329	16.4426896297212	16.8756526100213	17.4999323806218	17.9524379300971	18.3702967303457	19.0113944413988	19.4840957715564
Macrophage	CD4T	2	2	1	225	1859	896	1.2993174302539	16.0207613520103	15.31061958837	0.546549863108892	14.1086843116755	14.4160349183514	14.9479179926797	15.2878141287806	15.6630950102054	16.2094128406838	16.6036235802299
Macrophage	CD4T	3	3	2	122	1106	836	0.971583068833011	15.8300298418778	14.9173873341187	0.939335541175344	13.0904701413296	13.580434458095	14.2677670148464	14.81008034736	15.4721176522777	16.6954799161939	17.361771982327
Macrophage	CD4T	4	4	1	122	1203	743	0.63002342352793	14.6271405491022	14.1458741232774	0.763886560169258	12.4780470398552	12.9955656755928	13.6210316698605	14.0812637024304	14.6437242373887	15.5052767389072	16.2266112278553
Macrophage	CD4T	5	5	1	130	1410	443	-0.151157582684423	14.064588604582	14.1503284775813	0.567221779262217	12.9117187467034	13.2139246518968	13.7622856246775	14.1367668663461	14.5335191658039	15.0657010841834	15.5553067227579
Macrophage	CD4T	6	6	2	55	1773	79	-1.34247923666941	28.6237768663429	32.262767465225	2.71064944580458	26.5136590825998	27.9861788707841	30.3370499949718	32.1457780793864	34.0418365046776	36.8124070179471	39.1364725239075
Macrophage	CD4T	7	7	1	73	1712	3	-2.64282391373668	25.6659966241713	30.9375348661303	1.99466117078744	26.3786161813566	27.6540577848007	29.6045118194558	30.9405559287595	32.1720550575261	34.2896768592124	35.7343932705298
Macrophage	CD4T	8	8	2	281	1906	915	1.43272405039997	13.6435552341256	13.0124471328819	0.440495223813393	12.1422782883807	12.3368730895568	12.6954604868194	12.9993922774101	13.3105977620741	13.7306180257337	14.0752983474877
Macrophage	CD4T	9	9	2	289	2012	486	-0.0889349469779422	11.8764805046594	11.9078524236381	0.352751309184193	11.159673738027	11.3664220916584	11.6620190856406	11.8930128960189	12.1502267601414	12.4955381325428	12.7789868485326
Macrophage	CD4T	10	10	2	325	2202	443	-0.230136713515819	11.93062467547	12.0138179626488	0.361495069204036	11.3246721595092	11.4786062332453	11.7529358086119	11.9820483610796	12.2270127124956	12.6540099920234	12.992411758946
Stroma	CD4T	1	1	1	197	2327	930	1.46669825618721	19.8606982002632	18.5394784801337	0.900812225388549	16.6819154603937	17.14237753213	17.8934458555946	18.5248363044371	19.1401069387301	20.0332820666184	20.6309484527986
Stroma	CD4T	2	2	1	249	1859	1000	3.91594824658252	17.1112710769923	15.1628148665088	0.497569448775	14.1205284621022	14.3600400564108	14.8027503414446	15.1568311481162	15.5123496673751	16.0125069684428	16.3001023311188
Stroma	CD4T	3	3	2	122	1106	237	-0.708598976627918	14.3891818454314	15.0713122163822	0.962646565193906	13.1616022967696	13.6836696114722	14.4213693263704	14.9601190295469	15.6180445648351	16.7794050934116	17.7959722912885
Stroma	CD4T	4	4	1	122	1203	288	-0.605902360819031	13.7832817557911	14.2668814073878	0.798147825242022	12.7276558054206	13.0722710193731	13.697085117541	14.2213090322979	14.7574147822581	15.6257766488991	16.4173351684372
Stroma	CD4T	5	5	1	130	1410	183	-0.879547725736732	13.6948031482938	14.1910338157833	0.56418844932355	12.8477477075712	13.2476238532502	13.8225284307667	14.1746322019853	14.5344711950516	15.0949908088082	15.5918381073238
Stroma	CD4T	6	6	2	91	1773	0	-6.22709760697555	20.4079219791259	32.7299314019472	1.97877248768644	27.9303075116559	29.6389479830979	31.3760882450363	32.5995074924673	34.0203631623221	36.1672389263598	37.744731107997
Stroma	CD4T	7	7	1	49	1712	1	-2.75104518671899	24.5104192393831	30.979347176138	2.35144372327451	25.8393969989179	27.20411010678	29.2808417813028	31.0469159508823	32.5065767684213	34.8658311374998	36.5941292741055
Stroma	CD4T	8	8	2	140	1906	210	-0.717604888816272	12.6801212127719	13.1103525283814	0.59953788263508	11.7317123958746	12.1385840713267	12.7567945173393	13.0848687201234	13.4657423259746	14.1066358396209	14.6965160446188
Stroma	CD4T	9	9	2	192	2012	654	0.353069800316483	12.0532093498357	11.9082354807374	0.410609655564628	10.9746673551688	11.2394676684466	11.6353968984818	11.90939606754	12.1823803053819	12.6028924950511	12.9109979727043
Stroma	CD4T	10	10	2	326	2202	532	0.00638466053340956	11.9968378070903	11.9944675015959	0.371250042503211	11.2164211763624	11.425140988857	11.7313784206177	11.9749727533412	12.2146324144679	12.6351626865951	12.9406883448367
Treg	CD4T	1	1	1	303	2327	919	1.3690668988894	19.5278030548721	18.5233529743804	0.733674944085265	16.8656955723575	17.3507903980271	18.0125878291874	18.5159519019378	19.0291523912956	19.7448913310138	20.2447553394414
Treg	CD4T	2	2	1	131	1859	963	1.9235730358412	16.6670733255453	15.2832463749811	0.719404423320488	13.7415563376015	14.1541983413903	14.8074528491387	15.2450013856443	15.7432211888391	16.5214859240192	17.0318472708824
Treg	CD4T	3	3	2	167	1106	32	-1.65059045423516	13.9008120544061	15.20866983871	0.79235753541901	13.5866393604896	14.0215295305433	14.6665026341485	15.1536992986401	15.689110871808	16.6197430333925	17.444350794085
Treg	CD4T	4	4	1	158	1203	107	-1.21798361275251	13.5341679168777	14.3503460375817	0.670105994989165	12.9799961754906	13.2750651703089	13.8690960770145	14.3151781498728	14.7911712372128	15.4925346674462	15.9028561146041
Treg	CD4T	5	5	1	146	1410	208	-0.799669494476596	13.7565455261457	14.1933788506157	0.546267336052233	12.9928043575592	13.3447956881572	13.8099887595658	14.1901444263104	14.5419979646125	15.1377075460111	15.460463718359
Treg	CD4T	6	6	2	106	1773	0	-6.38640051026142	20.6482329856145	32.6472433733801	1.87883775351797	28.6047995974651	29.6575654863574	31.3521505082042	32.5796570179804	33.8290573530047	35.8230388576962	37.0823051734743
Treg	CD4T	7	7	1	35	1712	104	-1.21725033960862	27.3823680718452	30.8625783753472	2.85907523724411	24.7436426781204	26.1072637437659	28.9904374729769	30.7263461316458	32.6716479164414	35.7926958079928	37.6271503752067
Treg	CD4T	8	8	2	164	1906	49	-1.52280242458295	12.321318830017	13.1885479561288	0.569495498635908	12.0014434774197	12.3265449333695	12.8175741042673	13.1519043319181	13.534919010062	14.1735887713597	14.6786997439615
Treg	CD4T	9	9	2	325	2012	244	-0.687166279193395	11.7317286114865	11.9574118602969	0.328425965656133	11.2322453710099	11.4313136313371	11.7359213990933	11.9504623064604	12.17457135908	12.5223439205048	12.7356455736984
Treg	CD4T	10	10	2	238	2202	484	-0.157608799848349	11.9475718931415	12.019293494893	0.455060896476398	11.1258557582007	11.3583666815221	11.6962227944089	11.9632259675708	12.3077274180132	12.8404903251511	13.2412654443612
Tumor	CD4T	1	1	1	748	2327	0	-7.36011671713403	16.2113350226204	19.8150272644066	0.48962433345615	18.7332438735353	19.0447001290147	19.4738607406485	19.8017189719649	20.1492618319586	20.668439566496	21.0266487522638
Tumor	CD4T	2	2	1	476	1859	611	0.228466224213426	15.4703953903575	15.3808581365235	0.39190586767195	14.4894616051363	14.7343876809075	15.1181085832883	15.3749682955389	15.6337604247265	16.034049438676	16.252933884771
Tumor	CD4T	3	3	2	311	1106	180	-0.880615069490746	14.6377402204517	15.1753781414792	0.610525460731039	13.943562529871	14.2335033472082	14.7547351837799	15.1222745051451	15.5699535910186	16.2459524146218	16.7265965232107
Tumor	CD4T	4	4	1	367	1203	204	-0.847169402771745	13.9799542851725	14.3378746914146	0.422489770134617	13.3765069704248	13.6093060856485	14.0549941666397	14.3425775347591	14.6384812420336	15.0023537922815	15.2981464007469
Tumor	CD4T	5	5	1	409	1410	982	2.21488955535191	14.6557498311873	13.9454053265196	0.320713284755532	13.2053284178425	13.4216754832941	13.7196548585626	13.9424718228108	14.1594488248879	14.4947498805723	14.7208772802602
Tumor	CD4T	6	6	2	1235	1773	1000	35.713137437217	36.4010876938735	22.1224573114423	0.399814505447266	21.2445491741169	21.4627068237193	21.8460174255797	22.1310884721201	22.3917753515537	22.7673963194755	23.0355405535983
Tumor	CD4T	7	7	1	1376	1712	1000	18.2922859449728	32.1929061334762	24.99930349175	0.393258812122558	24.0670561301811	24.3168608624086	24.7452728849819	25.0104028914577	25.2677671163837	25.6468013151057	25.8742746671561
Tumor	CD4T	8	8	2	549	1906	828	0.877030487537336	13.3133665774985	13.0333354363757	0.319294648364152	12.3391780037283	12.5269221303502	12.8215002273344	13.0236824752967	13.238309253397	13.5593869684443	13.8785901575424
Tumor	CD4T	9	9	2	461	2012	807	0.845126836348779	12.0734412483247	11.844341465772	0.271083312822571	11.1877638628311	11.4088217822836	11.6691578785245	11.8291507047731	12.0245021100318	12.2965344075613	12.4450309239146
Tumor	CD4T	10	10	2	383	2202	973	2.02402993104671	12.5317913359234	11.8947929479771	0.314717869620086	11.1302017302851	11.3762017923215	11.6844941782599	11.8889986509016	12.1016349437963	12.4083319420468	12.6347802371119
Bcell	CD8T	1	1	1	219	2327	1000	5.60572474732412	24.3583271688376	17.9168238294253	1.14909376213792	15.5084695178983	16.1138215228164	17.0990098027212	17.9185171250581	18.6411941007716	19.9137889469985	20.620331818611
Bcell	CD8T	2	2	1	154	1859	101	-1.26302586384034	14.4747273099176	15.2936142251073	0.648353243297646	13.9437212756678	14.2501019860895	14.8481936788617	15.2676126162483	15.7355680532731	16.4095573719906	16.9017505283756
Bcell	CD8T	3	3	2	121	1106	101	-1.19693513414007	14.9621463914071	16.6705304643352	1.42729879356029	13.9381167709101	14.6002976996998	15.6274838590488	16.5458106601722	17.5057865578247	19.2561099484089	20.6130309877119
Bcell	CD8T	4	4	1	61	1203	437	-0.209843826409904	14.5077367302807	14.7281048013077	1.05015274834205	12.7318151497107	13.123877530561	14.0303406033648	14.6865506924178	15.3925838714497	16.6196489878834	17.4004745433219
Bcell	CD8T	5	5	1	130	1410	21	-2.01345848149067	15.4691267266488	16.9802241668257	0.750498435437372	15.2298589527251	15.7700845432553	16.4659624189317	16.9530211041949	17.5010068607492	18.2556350414677	18.6991417051045
Bcell	CD8T	6	6	2	95	1773	0	-4.50020476329677	25.6275783613158	35.0095153590289	2.08478002472938	30.3859527885403	31.7739200774796	33.5202155167597	34.9888207332886	36.4505943537323	38.501847799142	39.8884254503645
Bcell	CD8T	7	7	1	24	1712	1	-2.89610779123837	20.2162569014165	29.8425477760228	3.32387175081286	22.6320514506304	24.6234200649859	27.6730037106016	29.6087259767638	31.821094420705	35.6252012857205	37.793326593694
Bcell	CD8T	8	8	2	141	1906	171	-0.970816119873371	13.9449089240194	14.6184956411889	0.693835530107729	13.1481831239372	13.6085917201577	14.1341812863141	14.6005895298775	15.0706476455742	15.7674547298018	16.5082769402316
Bcell	CD8T	9	9	2	96	2012	235	-0.745018851113705	15.592201075603	16.1911926435796	0.803995183586507	14.4063511154864	14.9319781575665	15.6561767731259	16.1516245613022	16.7140275656947	17.6025284194147	18.0590122386936
Bcell	CD8T	10	10	2	162	2202	36	-1.63065846108681	12.6417398359861	13.6834082510773	0.638802324305835	12.4343064811949	12.7088128525019	13.2722447336711	13.6382771747353	14.0629774764392	14.8242204355113	15.4011561887057
