Groups	cell_left	cell_mid	cell_right	N_mid	N_tot	ratio_mean	quant	mean_rand	sd_rand	d_0.01	d_0.05	d_0.25	d_0.5	d_0.75	d_0.95	d_0.99
1	Bcell	Bcell	Macrophage	588	8511	1.49618370835836	100	1.08649756777631	0.0361994693696234	1.02266983830334	1.03206890774611	1.06347915167444	1.08516392009675	1.10631584481252	1.15206976924602	1.18623506539896
1	Bcell	CD4T	Macrophage	1056	8511	1.03539190087134	0	1.08889974948292	0.0246902713093253	1.03897055543125	1.04897856976305	1.07328296039132	1.08712133265034	1.10522426504625	1.12503010144762	1.15358697559997
1	Bcell	CD8T	Macrophage	1157	8511	1.14792942493602	99	1.08858619989275	0.0242269560614329	1.03420154795656	1.04535378428692	1.07693168963096	1.08859579445305	1.10351408924126	1.1278612024922	1.14434685544568
1	Bcell	Macrophage	Macrophage	814	8511	0.923955926131426	0	1.08819997874183	0.0250075079487275	1.03556607118447	1.04749290790541	1.07090286109193	1.09238674542883	1.10300775111585	1.12708758782827	1.14451076191004
1	Bcell	Stroma	Macrophage	747	8511	1.08906073747488	61	1.08048804900152	0.0315764970451672	1.01893057836208	1.03362040556273	1.05651835272427	1.07774603451411	1.10208617055226	1.13902770812676	1.15386924130443
1	Bcell	Treg	Macrophage	773	8511	1.14629716557477	95	1.0905843387375	0.0295718738232567	1.03009010319132	1.04890211729204	1.07098637016167	1.08789294075597	1.10903653622799	1.13969153997759	1.16150712313905
1	Bcell	Tumor	Macrophage	3376	8511	1.03848029614958	0	1.08665744112423	0.0120972723564481	1.0645800301447	1.06899974733082	1.0780967241697	1.08461491957292	1.09591090916786	1.10721850963579	1.11435763580753
1	Bcell	Bcell	Stroma	588	8511	1.3315182133952	100	1.13460701438363	0.0356137179828668	1.05511687916615	1.09196859889739	1.11251284747772	1.1271821502152	1.15461279172467	1.19544986350904	1.23663093646141
1	Bcell	CD4T	Stroma	1056	8511	1.08770726806699	6	1.13682059822762	0.0297558486079935	1.06740558772565	1.08632356528564	1.11796144154613	1.1404708670821	1.15789474464976	1.17566194335453	1.19730982901435
1	Bcell	CD8T	Stroma	1157	8511	1.19300098951911	99	1.13526528521499	0.0263089164488384	1.08303251282337	1.09312788174805	1.11707403039141	1.13388290295601	1.14884959311216	1.17766182148121	1.19142160317492
1	Bcell	Macrophage	Stroma	814	8511	1.1530650769427	76	1.1359061475865	0.0294549124922287	1.08142672677768	1.09168666341549	1.11556848711548	1.13736338778068	1.15129902898133	1.18862231072238	1.19840808508889
1	Bcell	Stroma	Stroma	747	8511	1.01126170291858	0	1.13080037516656	0.0297843181796737	1.07464167452882	1.08661939859056	1.11274023865574	1.12906052940471	1.15188762062262	1.1843572392814	1.19013362019337
1	Bcell	Treg	Stroma	773	8511	1.15320748695901	81	1.1292733440762	0.0275693667923225	1.06934661739059	1.09260992141918	1.11042296385021	1.12610683279219	1.14864231571314	1.17584021411332	1.19517785433672
1	Bcell	Tumor	Stroma	3376	8511	1.11277689202447	4	1.13609156376112	0.0130564682979188	1.10739945156741	1.11672878985614	1.12612510169325	1.13596304545824	1.14494418973262	1.157335852975	1.16571557645514
1	Bcell	Bcell	Treg	588	8511	1.59404674494542	100	1.28201098207415	0.0538461751387972	1.18374922980595	1.20527437420009	1.24456249013417	1.2748257614666	1.31421976020869	1.37596223899572	1.41724715405659
1	Bcell	CD4T	Treg	1056	8511	1.2674195232212	35	1.2846920820122	0.0357360101811453	1.21018939107521	1.22699555006774	1.26038778059573	1.28360915002834	1.30964868484336	1.34220462418888	1.34577249696224
1	Bcell	CD8T	Treg	1157	8511	1.34797740866128	96	1.28225975836639	0.035063291656291	1.21549412695696	1.23290577328442	1.25643041043993	1.2759444318656	1.3102229762482	1.33842495131839	1.36753276595929
1	Bcell	Macrophage	Treg	814	8511	1.34811299490407	90	1.28492378061991	0.0417678132958278	1.20210937965584	1.22604317865352	1.25692707178815	1.28258221157689	1.30754030683086	1.36213852991643	1.38523659187749
1	Bcell	Stroma	Treg	747	8511	1.4616047526761	100	1.27913367675535	0.0452614977587677	1.1902475320433	1.20648142509234	1.25165305019951	1.27509139236533	1.3113751387189	1.35515228613496	1.37561529033895
1	Bcell	Treg	Treg	773	8511	0.980325236502874	0	1.28163216968875	0.0455186314787042	1.17640393472558	1.20909532946208	1.25440096247456	1.28078222923572	1.30794310961318	1.34875731834499	1.37069525453271
1	Bcell	Tumor	Treg	3376	8511	1.22468297129112	0	1.28357258142409	0.0174580647215273	1.24986837884336	1.25824878035037	1.27097539938574	1.28338932421959	1.29551537031542	1.31194498424655	1.32262882350891
1	Bcell	Bcell	Tumor	588	8511	1.07977484042649	100	0.664131593952737	0.0269435195307563	0.611469306165208	0.625605607482855	0.644117167527014	0.662033203381984	0.682256916544939	0.705420876204206	0.731374284333595
1	Bcell	CD4T	Tumor	1056	8511	0.677730918301781	74	0.663672986825967	0.0209881451690426	0.617461187957513	0.631089038394094	0.648122582969258	0.663450500682045	0.67831462713974	0.699862779232768	0.708658828748921
1	Bcell	CD8T	Tumor	1157	8511	0.747385057247005	100	0.662626517534517	0.0204542227311242	0.617210247977496	0.632082046812911	0.648566628395316	0.661709173232516	0.674580011750014	0.698214960320788	0.711786190984494
1	Bcell	Macrophage	Tumor	814	8511	0.752557539202972	100	0.662821332010454	0.0227668903016807	0.616456739748631	0.627672022686428	0.647124276880618	0.660570817652527	0.677019453648537	0.697463760420709	0.715814977739706
1	Bcell	Stroma	Tumor	747	8511	0.825188918790929	100	0.662942286377356	0.0233019181195283	0.621547619109201	0.62894933758777	0.64593373312864	0.661188816757411	0.679813298009404	0.705216397234702	0.708384512395169
1	Bcell	Treg	Tumor	773	8511	0.732872225126343	100	0.656336991465878	0.0260005161709016	0.604854943417826	0.621178759209027	0.636726912185461	0.653456835416476	0.67697262636568	0.69992395686976	0.707947716365869
1	Bcell	Tumor	Tumor	3376	8511	0.485006102690739	0	0.666361705449087	0.00737821927404766	0.651758823923455	0.653479273062125	0.661658809862557	0.666634426200722	0.671402619621134	0.677900577894929	0.680300765337836
1	CD4T	Bcell	Bcell	588	8511	1.42395587559284	0	1.89549155034946	0.0655586715542333	1.76552066179503	1.79333265587139	1.84675166412194	1.89656882107438	1.93691664689699	1.99581463409062	2.05536719007091
1	CD4T	CD4T	Bcell	1056	8511	1.96551722549514	95	1.88139645144837	0.0450790256143935	1.81244717790306	1.82068637686562	1.84894729643172	1.87286726333532	1.91378889318703	1.95924529212391	1.98158544271631
1	CD4T	CD8T	Bcell	1157	8511	1.88436517426872	48	1.88932310869907	0.0447252397259176	1.80061891639037	1.82061018549156	1.85711019924501	1.88665263748066	1.92000895855462	1.96174305322697	1.99777131799905
1	CD4T	Macrophage	Bcell	814	8511	1.7158718634271	0	1.89171140543504	0.0478782475951958	1.77120012287397	1.8053033287682	1.86132634874001	1.89457219241102	1.92366429851955	1.96527202157931	1.98826779194809
1	CD4T	Stroma	Bcell	747	8511	1.82243956368811	10	1.88983457190334	0.0589553957801665	1.76197311512856	1.79829838839127	1.8495010657668	1.89083813767511	1.92122560730387	1.99720564639136	2.02734648279156
1	CD4T	Treg	Bcell	773	8511	1.79168020288392	3	1.89103301120012	0.0548649243831545	1.78349645307293	1.80056228579391	1.85101852814105	1.89266722630182	1.92792785373606	1.98033404342999	2.01693302549052
1	CD4T	Tumor	Bcell	3376	8511	2.03556444474518	100	1.89524680254377	0.0209394484962297	1.85087738786649	1.86063069734097	1.88169645216664	1.89599952103006	1.90870645536488	1.92711051673742	1.93908701669829
1	CD4T	Bcell	CD8T	588	8511	1.11316662107861	0	1.25760489181637	0.037953328706402	1.16937867431617	1.19824257190057	1.23275155015031	1.25333249467391	1.27851226591774	1.31704247310607	1.35031321840319
1	CD4T	CD4T	CD8T	1056	8511	1.24904630823621	42	1.25523274431272	0.0288397897640477	1.18952710815537	1.2122682472034	1.23575678040977	1.25400981415026	1.27480946080085	1.30520981130135	1.32442655870109
1	CD4T	CD8T	CD8T	1157	8511	1.18278984072777	0	1.2536575087609	0.0274907580212432	1.19770385323149	1.21037566222384	1.23383120322648	1.25379543100021	1.2747438350359	1.29571316731095	1.30513974747618
1	CD4T	Macrophage	CD8T	814	8511	1.39683524675245	100	1.25555739759555	0.0361268129249873	1.18112616218524	1.20087953615227	1.23730646783495	1.25757836611869	1.27346084222271	1.31074253586948	1.36214803855437
1	CD4T	Stroma	CD8T	747	8511	1.26575813395399	71	1.25379724525919	0.0294378557456495	1.19522820993554	1.21448138718667	1.23483444607109	1.24940723014369	1.27216522773205	1.30778709172488	1.3210677923067
1	CD4T	Treg	CD8T	773	8511	1.35270734506484	100	1.2523727211987	0.0333182325435755	1.18601576142621	1.20062583434728	1.23024888669098	1.24962948388633	1.27206643447262	1.30331634195737	1.3316711354813
1	CD4T	Tumor	CD8T	3376	8511	1.24454146406747	23	1.25512070517893	0.0136597388367656	1.2268618005882	1.23153791242452	1.24595094935993	1.25587697027083	1.26450506248223	1.27427517131814	1.28637251515949
1	CD4T	Bcell	Macrophage	588	8511	1.25251357172059	0	1.47024908225405	0.0435511584571025	1.37585812426268	1.40331107066932	1.44139676080021	1.46743697561774	1.49780568109169	1.54691086362913	1.56562839100061
1	CD4T	CD4T	Macrophage	1056	8511	1.5127519880371	92	1.46661538455268	0.0345771497697721	1.40374797082213	1.41481733588743	1.44357798720762	1.46604216754929	1.49258057734116	1.51913732784209	1.5327604197653
1	CD4T	CD8T	Macrophage	1157	8511	1.58921110435606	100	1.46888253052274	0.0304031067106604	1.40303195304049	1.41949804444525	1.44797638681116	1.46927428276057	1.48909928802825	1.52282794597902	1.53139070045606
1	CD4T	Macrophage	Macrophage	814	8511	1.21076793790775	0	1.46220831219471	0.038748560354126	1.37985536561603	1.39760500290594	1.43324270332795	1.46309332908258	1.49559792702759	1.51798952941862	1.53589963684064
1	CD4T	Stroma	Macrophage	747	8511	1.44048502102226	19	1.47012899398656	0.0383017583270616	1.37718671535523	1.40201551771504	1.44517229729981	1.46960689106389	1.49776626732734	1.53298202567605	1.54864270869346
1	CD4T	Treg	Macrophage	773	8511	1.49656662399865	69	1.47688044219492	0.0411684925245689	1.38818421409042	1.412312085672	1.45145604184422	1.47874348135678	1.50487897743259	1.54109112695836	1.57540020556983
1	CD4T	Tumor	Macrophage	3376	8511	1.51682710633302	100	1.46822617257145	0.0162624391217596	1.43228081892293	1.43786869796615	1.45833975475827	1.46861409376396	1.47825303693714	1.4962875108406	1.50178691042814
1	CD4T	Bcell	Stroma	588	8511	1.29764301880153	0	1.52370186830065	0.0461569963754691	1.42605026983828	1.44782442907248	1.49397929002238	1.52094161821633	1.54699303077829	1.59588840650521	1.6417047358065
1	CD4T	CD4T	Stroma	1056	8511	1.55097029761221	73	1.52514210496029	0.0346253791778132	1.46538872243186	1.47753702025069	1.49580425973384	1.52589816198366	1.55272931194757	1.58035808626063	1.59312121079656
1	CD4T	CD8T	Stroma	1157	8511	1.63848338413935	100	1.52431498050432	0.0320623556262009	1.45490310618699	1.46795711428592	1.50659027278226	1.52308668075907	1.54439149362427	1.57535868456963	1.58644112005338
1	CD4T	Macrophage	Stroma	814	8511	1.49855243307509	21	1.52211958889165	0.0365111656001005	1.43212194383551	1.45738890855446	1.50277750763355	1.52329022966034	1.53934953944769	1.58464470608604	1.58936449911892
1	CD4T	Stroma	Stroma	747	8511	1.35992042385215	0	1.5253013387591	0.0392496392907459	1.44301831443722	1.46079615630865	1.50030755620713	1.52244121407919	1.5517203392701	1.59008006361354	1.61451139133495
1	CD4T	Treg	Stroma	773	8511	1.44083933859381	1	1.52853391340391	0.0457480493194705	1.44986359344051	1.45102198725293	1.49919063012043	1.52651366144535	1.56039159159567	1.59867740083843	1.64744155545776
1	CD4T	Tumor	Stroma	3376	8511	1.57414324242474	100	1.5252202515848	0.0158957266741809	1.49040536329616	1.49701862528866	1.51564778460661	1.52802950771214	1.53606011357394	1.54804670728713	1.5602578707369
1	CD4T	Bcell	Treg	588	8511	1.6615637846519	46	1.66719681670722	0.0520840019055727	1.55997472675447	1.57705561147064	1.63283801058808	1.67042729242785	1.70430613704342	1.75614278254903	1.77300000042531
1	CD4T	CD4T	Treg	1056	8511	1.71764022934117	92	1.66893856827273	0.0398869081057348	1.59198550740772	1.609088863383	1.640722689708	1.66782632791021	1.69561316813621	1.73729057060687	1.76294173206612
1	CD4T	CD8T	Treg	1157	8511	1.82718059632611	100	1.66384458677962	0.041866735771161	1.56842004687651	1.58953076251557	1.63902862904396	1.6685131762756	1.68973865505051	1.72534657624152	1.74916527795883
1	CD4T	Macrophage	Treg	814	8511	1.65412602241641	38	1.66737391672841	0.0496579195552667	1.56993338261848	1.58407533322335	1.63693464771906	1.66511590893166	1.69673289510662	1.75149891230997	1.76844264303664
1	CD4T	Stroma	Treg	747	8511	1.71304127400439	85	1.6618799715238	0.0500158164005862	1.56543179650896	1.58042039307578	1.62487599690021	1.66602273470392	1.69272656175697	1.74275425646029	1.77778372377404
1	CD4T	Treg	Treg	773	8511	1.28694078533214	0	1.67971034709655	0.0438793993366609	1.58993615399439	1.61652223306503	1.65437624034441	1.67643573791068	1.70432077332256	1.74382828258031	1.77579404184513
1	CD4T	Tumor	Treg	3376	8511	1.68442127909266	80	1.66957837414778	0.0198112505835471	1.63236038605147	1.6380163452857	1.65547223530721	1.67061522235837	1.67932409345556	1.70600617680392	1.71868298687623
1	CD4T	Bcell	Tumor	588	8511	0.846631947905591	52	0.84538750001135	0.0316939130469479	0.783912993927469	0.79355189151506	0.821980082839773	0.844306422766239	0.870999405794932	0.893083389220916	0.917014028065936
1	CD4T	CD4T	Tumor	1056	8511	0.983627362910561	100	0.845650248980011	0.0205474257921026	0.803891218689469	0.808852704900624	0.828507698256952	0.848624358965692	0.861449344836682	0.877012126472543	0.886745509267965
1	CD4T	CD8T	Tumor	1157	8511	1.10236218157461	100	0.847438322314311	0.0191409390547787	0.812833546197119	0.814443815284531	0.832232779390062	0.847477871697252	0.860467356543892	0.875361352773032	0.892332734934706
1	CD4T	Macrophage	Tumor	814	8511	0.919548299865883	100	0.842177861162793	0.0240337774713749	0.794704512198554	0.799664884773298	0.831040396386856	0.840455980214317	0.858059916685896	0.88339621782312	0.888844010145349
1	CD4T	Stroma	Tumor	747	8511	0.983587708377306	100	0.847126497996461	0.0222473604155789	0.798740863457542	0.818194269970923	0.832387319925756	0.843994635901301	0.859594059229756	0.888250548249643	0.902977842886101
1	CD4T	Treg	Tumor	773	8511	0.876381662392555	88	0.848538157833675	0.024562440918765	0.806411634006426	0.812806683469656	0.831500541674032	0.846569923979608	0.863244327508056	0.893196444290131	0.902609303947825
1	CD4T	Tumor	Tumor	3376	8511	0.66107563204555	0	0.845854074837327	0.00863605341372397	0.82766651483398	0.83079329020987	0.84010865218575	0.845921248230493	0.852559859906836	0.859103852967318	0.861717018365704
1	CD8T	Bcell	Bcell	588	8511	1.57869008785881	0	1.87981836362077	0.06782934976042	1.75446353393608	1.78094378550303	1.83529312010799	1.88253080715954	1.91747258769509	1.99476044688166	2.05410097168507
1	CD8T	CD4T	Bcell	1056	8511	1.96626981181554	98	1.86881712342812	0.0446550265871326	1.7682687400431	1.80700219674866	1.84024713456839	1.86528986140239	1.89805679626667	1.94279259730312	1.97044000826576
1	CD8T	CD8T	Bcell	1157	8511	1.96215773502491	94	1.87612948302525	0.0470112644064409	1.79149308851575	1.80287242795314	1.84227115059878	1.87519383377471	1.903244649506	1.96428536222851	2.0053057779097
1	CD8T	Macrophage	Bcell	814	8511	1.66529348716467	1	1.88380233157916	0.0580100521397341	1.74756514663491	1.79303710207702	1.84163950933183	1.89004327191169	1.9245333147656	1.96615824091496	1.98325411724671
1	CD8T	Stroma	Bcell	747	8511	1.76168430598483	2	1.87895802910354	0.0599901776689794	1.75717861137991	1.78116892076287	1.84172083241552	1.88191358971041	1.92371040820153	1.97920401727219	1.99014362471995
1	CD8T	Treg	Bcell	773	8511	1.69624257816999	0	1.88018238068282	0.0614080113798946	1.73932320723484	1.78987885318079	1.8435825262772	1.88069374651964	1.91331833855289	1.98738696216281	2.03269043337731
1	CD8T	Tumor	Bcell	3376	8511	1.98662925269426	100	1.87510599750184	0.0206589638174394	1.83192958046475	1.83995283052364	1.86292975726632	1.87437745961319	1.88872831746145	1.91072948234125	1.91721962944655
1	CD8T	Bcell	CD4T	588	8511	1.30429813574419	99	1.23988742790712	0.0357549906852463	1.15851058167744	1.18176558753627	1.21633232845768	1.24270177995228	1.26636007106111	1.29407072582121	1.29718452270967
1	CD8T	CD4T	CD4T	1056	8511	1.25923567351323	82	1.23917661630527	0.0252226181208425	1.18422099114757	1.1988559413619	1.2234952706095	1.23972423688956	1.25477154686942	1.27750626200685	1.29536220489909
1	CD8T	CD8T	CD4T	1157	8511	1.3015484598955	97	1.24179050945499	0.0254032899198811	1.1898761371129	1.20039860847273	1.22355552621832	1.24307750506003	1.25683940527101	1.2812875388437	1.30871195601166
1	CD8T	Macrophage	CD4T	814	8511	1.18621650939679	4	1.24700101936156	0.0311747168617491	1.17877635358002	1.19404772649497	1.2261641716795	1.24642490109673	1.2690095021005	1.29383018913935	1.31083236171751
1	CD8T	Stroma	CD4T	747	8511	1.21395881075765	18	1.23953741914591	0.0306143278447571	1.17975544615589	1.18675703914516	1.21972772737785	1.24183332854928	1.25806779659439	1.28440567869426	1.30621494344255
1	CD8T	Treg	CD4T	773	8511	1.14411618622455	0	1.24162903638242	0.0309439334254044	1.1768048212254	1.19281911688714	1.22169219453058	1.24016687133817	1.26161808975564	1.2900931893811	1.29824852010596
1	CD8T	Tumor	CD4T	3376	8511	1.24985203167897	68	1.24362388075512	0.0120366614574576	1.21252939783057	1.22202920041319	1.2366782024558	1.24297152710552	1.25198170881236	1.26145311911287	1.27115132943028
1	CD8T	Bcell	Macrophage	588	8511	1.41323717362692	6	1.48135148550053	0.0451369740111936	1.37234552991188	1.40581899657123	1.4464942635258	1.48363283108966	1.51280755945064	1.54655725399401	1.56255936796578
1	CD8T	CD4T	Macrophage	1056	8511	1.53668866598426	94	1.48222484968463	0.0310771056490425	1.42421734427113	1.43285781546977	1.461985135018	1.4802059108838	1.49905800311026	1.53766513361581	1.55557325956809
1	CD8T	CD8T	Macrophage	1157	8511	1.71283209984724	100	1.49631422914846	0.0301668025741599	1.41686670018333	1.45444477622428	1.47673498246716	1.49536726341468	1.51821249604849	1.55137289827723	1.5686558351953
1	CD8T	Macrophage	Macrophage	814	8511	1.21152982719546	0	1.48096511670369	0.0403356519540986	1.40235247588468	1.42365394675621	1.45610084553354	1.47628894795775	1.50243016716375	1.55348871139283	1.57905153047895
1	CD8T	Stroma	Macrophage	747	8511	1.41800772226574	2	1.48791063807329	0.0350851764498009	1.41403682543565	1.4265434525777	1.46763854030428	1.48394332350036	1.51203928881641	1.54028177791736	1.55801887927636
1	CD8T	Treg	Macrophage	773	8511	1.40448143759115	2	1.4891752180338	0.0355185898244045	1.38827045958274	1.4268573578636	1.47015694119981	1.49342755529028	1.50985313793604	1.54879368125953	1.56393761546384
1	CD8T	Tumor	Macrophage	3376	8511	1.50432152571597	84	1.48710503061939	0.0153018170118667	1.45814786539335	1.4654311017007	1.47475901393757	1.48487351890356	1.49761534160613	1.51474909362435	1.52354541563381
1	CD8T	Bcell	Stroma	588	8511	1.42821106694861	0	1.53272770826247	0.0399589850236422	1.45396999250102	1.46973744470814	1.50813318622143	1.52940449086933	1.55881048878824	1.59925527248202	1.6165379297566
1	CD8T	CD4T	Stroma	1056	8511	1.56730179418465	84	1.53053662626762	0.031814598889627	1.46435656659477	1.48356258124878	1.50757323818041	1.53033704295282	1.55495185757807	1.57969525414142	1.59060291934453
1	CD8T	CD8T	Stroma	1157	8511	1.75193937069286	100	1.52724944123003	0.0307782077259873	1.47030299332038	1.47659868574938	1.50760300359783	1.52619215449903	1.54780745455535	1.57485862586256	1.60929437109204
1	CD8T	Macrophage	Stroma	814	8511	1.37316738131289	0	1.52981660079795	0.0337396849922071	1.4631150997573	1.47028851653688	1.50594795893749	1.53333994164291	1.55025545008784	1.57795121980663	1.59858565526368
1	CD8T	Stroma	Stroma	747	8511	1.31113088121269	0	1.53053108471902	0.0461614796210853	1.43633353846585	1.46050690453135	1.4929628284219	1.53471162784136	1.57034414485932	1.59836023846604	1.61214175145567
1	CD8T	Treg	Stroma	773	8511	1.38036845513912	0	1.53025109423496	0.0368876463578037	1.45174777564869	1.47288726871967	1.50546088100832	1.52529553111135	1.55755532016506	1.59366686805414	1.60641346564241
1	CD8T	Tumor	Stroma	3376	8511	1.58231003359872	100	1.53096568131559	0.0154668645108416	1.50241608130114	1.50983948700649	1.51996788825804	1.53112776499643	1.54193620804369	1.5573016891686	1.56750482359391
1	CD8T	Bcell	Treg	588	8511	1.74311490063333	69	1.72073383088214	0.0509012343551919	1.6410379984202	1.64872401025141	1.68094948513772	1.72429879103248	1.75218256547723	1.80685475018595	1.84547341747355
1	CD8T	CD4T	Treg	1056	8511	1.76514158663541	80	1.72236063011537	0.0433785404532505	1.63931965185614	1.65951621676541	1.69200409283607	1.7253046983702	1.74979442826693	1.79037349703339	1.81802892641424
1	CD8T	CD8T	Treg	1157	8511	1.98071896176805	100	1.72193174687621	0.0438637375376785	1.62394683120008	1.64106556319591	1.69575530087302	1.71979948096386	1.75175723766569	1.79739804101079	1.81884270610323
1	CD8T	Macrophage	Treg	814	8511	1.63505860527797	9	1.71200082389288	0.0526186632168573	1.60326179988298	1.62041855310532	1.68035442947497	1.71245318676859	1.74717343671883	1.78685866430993	1.80162689452512
1	CD8T	Stroma	Treg	747	8511	1.70879951333285	44	1.7108192193585	0.0533558195886001	1.57402253830911	1.62093931605561	1.68328642487586	1.71379362289448	1.74875807008252	1.78416495813446	1.84966139070462
1	CD8T	Treg	Treg	773	8511	1.30409913265727	0	1.71905485008814	0.0565860061073309	1.5810669987017	1.63657624400243	1.68309944185491	1.72400754145597	1.75689430628944	1.79965078567031	1.85399351602308
1	CD8T	Tumor	Treg	3376	8511	1.72615680602103	57	1.71869754041188	0.0215011321905257	1.66774026327019	1.67470028736577	1.70540592066002	1.72322329654484	1.73441326973982	1.74843104187261	1.7583765224048
1	CD8T	Bcell	Tumor	588	8511	0.905473791128889	84	0.871886185435901	0.0327360898149772	0.816177353684674	0.824068264943199	0.850210159575509	0.869217049200918	0.8910112722309	0.933169468910421	0.957597989482225
1	CD8T	CD4T	Tumor	1056	8511	1.01456223603816	100	0.860417824362219	0.0218060588819946	0.814344254250294	0.822337147108208	0.845175321236904	0.862191302072581	0.873528175245486	0.899438056896571	0.901617383749575
1	CD8T	CD8T	Tumor	1157	8511	1.20095464610462	100	0.863782966927563	0.0215135425586731	0.824941333142119	0.830457030867865	0.850156706721216	0.863116751214868	0.876565205948345	0.900102346860893	0.923116613365426
1	CD8T	Macrophage	Tumor	814	8511	0.931637043073738	100	0.864460576264539	0.0278917100388402	0.801193963876227	0.816516189010044	0.847101739077364	0.866596577439234	0.885059782559168	0.908165834312724	0.91799277537409
1	CD8T	Stroma	Tumor	747	8511	1.00583604002427	100	0.866858005477567	0.0262888288601566	0.813007369048476	0.823168554945322	0.848666855280928	0.866403905537914	0.88466377129098	0.912612216375782	0.925719893988415
1	CD8T	Treg	Tumor	773	8511	0.826751414802132	6	0.867461812801687	0.0266462104726083	0.795000633242675	0.82444249669618	0.852008561682456	0.868413609916468	0.882736434668776	0.907454259293479	0.927922624356077
1	CD8T	Tumor	Tumor	3376	8511	0.655453535058256	0	0.865725839627282	0.0118015997154932	0.840135379127784	0.847512937357472	0.85787922994143	0.865506927949067	0.872998226592308	0.884990820844991	0.890936079053685
1	Macrophage	Bcell	Bcell	588	8511	1.30402870209091	0	1.67299514971374	0.0607265676182854	1.56415475447848	1.5850835795284	1.62843987515207	1.66893325226204	1.71771956915873	1.76174989531943	1.82373674578365
1	Macrophage	CD4T	Bcell	1056	8511	1.6093529715041	7	1.67675703959251	0.0478660395064646	1.59632818184225	1.60313884198368	1.64390093757513	1.67388135954052	1.70519409991163	1.76246403815813	1.78361384404876
1	Macrophage	CD8T	Bcell	1157	8511	1.49629927298703	0	1.68030561175129	0.0414699023530903	1.58820103453205	1.61020972031638	1.65137216081035	1.68457508735579	1.70810364126708	1.74369925423782	1.75344131237804
1	Macrophage	Macrophage	Bcell	814	8511	2.06858973385542	100	1.67965037833948	0.0635178859029031	1.55688045960136	1.58777067823831	1.63375043336464	1.68184140129988	1.73431788892306	1.77719411264813	1.80936538364551
1	Macrophage	Stroma	Bcell	747	8511	1.53508023545507	0	1.67367131351067	0.0527092123527506	1.5684396235086	1.58429053991287	1.63758001799096	1.67652130896312	1.70885580573731	1.76443414318795	1.77351652542323
1	Macrophage	Treg	Bcell	773	8511	1.56051826639204	1	1.68340781568185	0.059935925045874	1.56166455887508	1.57065973807416	1.64182476019793	1.68587525691821	1.72569669051009	1.77528767411287	1.80265885915803
1	Macrophage	Tumor	Bcell	3376	8511	1.78769764216522	100	1.68025510338513	0.0208910548430735	1.6306979371416	1.6458148110316	1.66684221191391	1.68109680902274	1.69563822680067	1.70834990953633	1.72408011647538
1	Macrophage	Bcell	CD4T	588	8511	1.19574134162602	78	1.16066761058569	0.0474730280869733	1.06868567926119	1.08691545382966	1.12628798547528	1.16486472166557	1.19125615211894	1.23920238187669	1.27210768191158
1	Macrophage	CD4T	CD4T	1056	8511	1.03268300285541	0	1.16142465262256	0.0323473799677509	1.09979771555996	1.1134385387867	1.1406066949955	1.15963262187142	1.17662743516546	1.22575518335458	1.24436282069179
1	Macrophage	CD8T	CD4T	1157	8511	0.991488516989596	0	1.15935214668657	0.0270215180454064	1.1117912455005	1.1206011897608	1.13787250630074	1.15598137174049	1.18268861357907	1.20467029721641	1.21337819708308
1	Macrophage	Macrophage	CD4T	814	8511	1.72481449208076	100	1.16125639259471	0.0347858283181925	1.0881833833964	1.10744683114338	1.13731208111285	1.16539446415308	1.1862795903551	1.21600427586534	1.22108703903531
1	Macrophage	Stroma	CD4T	747	8511	1.18312012050024	70	1.16262426027107	0.0382495309682107	1.08842756153699	1.10776718331355	1.13766039003554	1.15724759346517	1.19063270670463	1.22111958844872	1.25450799493985
1	Macrophage	Treg	CD4T	773	8511	1.18414197691864	76	1.16031098144619	0.0379084764000829	1.08499838172138	1.09933839966133	1.13471063822034	1.16216134217064	1.18256415078733	1.22657230493362	1.24627565222715
1	Macrophage	Tumor	CD4T	3376	8511	1.11075320992528	0	1.1635964234498	0.0130326595309104	1.13574785797562	1.14079062857207	1.15462958984696	1.16395091708781	1.17378889773158	1.18301847731162	1.18794487738729
1	Macrophage	Bcell	CD8T	588	8511	1.14240859829378	6	1.22240314145459	0.0560608395940299	1.10075484331807	1.1394712564768	1.18622243506725	1.21854425828994	1.26387265662052	1.32214413132712	1.3406616684826
1	Macrophage	CD4T	CD8T	1056	8511	1.05431312841263	0	1.22086201312925	0.0425201325927407	1.13342417138906	1.15615022193493	1.19315198657135	1.22106460961406	1.24545609831261	1.28658966443201	1.32823429310267
1	Macrophage	CD8T	CD8T	1157	8511	0.971214322692022	0	1.22056938749145	0.038609894339262	1.14116480677089	1.15119601340284	1.19852173863763	1.22185115338694	1.24230485590404	1.28966007937768	1.31802100480413
1	Macrophage	Macrophage	CD8T	814	8511	2.23474594060579	100	1.21484560136518	0.0523576819207714	1.09977459636061	1.13804449793851	1.17610730867871	1.2073164772125	1.25276427558093	1.30850268589106	1.32722259956517
1	Macrophage	Stroma	CD8T	747	8511	1.17059796411512	19	1.21731400880451	0.0495238977668882	1.11221392866417	1.14650575952165	1.18127390876406	1.21550646004628	1.25124647216147	1.29334070551602	1.33538659504313
