Spots	X	Y	Groups	ClusterName	Patients	Bcell	CD4T	CD8T	Macrophage	Stroma	Treg	Tumor
1	652.5	525	1	Treg	1	106.5891645525	69.0887110894392	21.4009345590327	45.392730695564	75.5049667240507	39.5790348543266	25.1644590643232
1	655	588.5	1	Treg	1	89.8109124772708	37.0472671056854	22.3606797749979	43.0261548363318	68.5018247932126	24.5153013442625	41.2704494765928
1	664	1322	1	Treg	1	45.0444225182208	17.1172427686237	31.0845620847391	46.690470119715	76.734933374572	15.6284996080878	28.7923600977759
1	679.5	1320	1	Treg	1	29.5	32.5	38.9679355367974	61.7919897721379	68.5893577750951	15.6284996080878	20.5243757517738
1	696.5	478.5	1	Treg	1	87.2983390449097	57.3846669416143	28.429737951659	88.4095583067804	90.5055246932473	21.9829479369806	29
1	699	1168	1	Treg	1	24.45914961727	57.706152185014	24.0052077683156	79.8655119560377	55.578772926361	29.3470611816584	12.8549601321824
1	699.5	614	1	Treg	1	46.6958242244422	58.6941223633168	27	82.9593273839657	80.3523490633597	36.5547534528685	21.8403296678416
1	716	1430.5	1	Treg	1	23.0488611432322	71.3810198862415	46.1410879802373	60.1518910758423	40.6078810084939	29.8328677803526	18.9736659610103
1	722.5	1554	1	Treg	1	21.0237960416286	44.4212786848826	42.921439864012	66.2193325245732	24.6221445044903	25.7390753524675	29.584624384974
1	728	491.5	1	Treg	1	78.9065903458007	37.8219512981549	57.5195618898475	57.8727051380873	63.9061812346818	20.597329924046	30.5941170815567
1	728.5	667.5	1	Treg	1	20.1556443707464	37.1247895616931	48.4200371747069	104.235310715707	26.1963737948595	17.3349358233597	33.6340601176843
1	746.5	1487	1	Treg	1	43.0116263352131	31.7529526186149	65.1459898996093	54.8292804986533	46	20	24.0260275534679
1	748.5	489.5	1	Treg	1	58.309518948453	22.410934831015	44.0709654988406	45.7930125674213	62.0181425068504	20.597329924046	21.783020910792
1	750	390.5	1	Treg	1	38.5519130524025	17.6776695296637	39.2842207508307	75.5810822891549	52.0024037905942	12.3490890352285	30.8099010060078
1	753.5	1255	1	Treg	1	43.3416658655387	21.7082933460924	54.1871756045653	21.095023109729	16.4468842033985	21.0297408448131	32.6534837345114
1	754	417	1	Treg	1	49.0560903456441	27.5363396260287	25	65.9469483751902	54.5893762558247	26.8001865665148	24.7487373415292
1	768.5	1440	1	Treg	1	69.0959477827752	31.0644491340181	65.0864809311427	24.2538656712698	40.1310353716422	29.2061637330205	22.5499445675594
1	773	1501.5	1	Treg	1	67.5166646095614	18.7683243791235	57.9417811255402	26.6692707061892	38.9390549448751	30.2076149339864	19.7294196569489
1	785.5	557.5	1	Treg	1	76.9220384545288	23.4360832905159	29.0688837074973	31.7804971641414	36.0034720547894	44.5701693961331	20.6155281280883
1	790	1116.5	1	Treg	1	41.1643049255056	20.597329924046	27.7218325512582	9.89949493661167	40.9939019855393	31.7529526186149	19.8494332412792
1	791.5	1458	1	Treg	1	71.6955368206418	19.5064092031312	36.2249913733599	44.8469619929823	19.9812412026881	29.2061637330205	21.9658826364888
1	796	650	1	Treg	1	39.6232255123179	34.0330721504833	13.9014387744578	71.7931055185663	34.7131099154196	43.2001157405857	16.867127793433
1	809	1535.5	1	Treg	1	75.90948557328	25.9326049597799	34.6301891418456	25.0449595727364	42.5470327990096	41.1126501213434	14.3003496460751
1	822	1437	1	Treg	1	34.6698716467194	18.0277563773199	37.0540146272978	40.2647488505765	42.9418211071678	27.2809457314075	20.303940504247
1	828.5	597	1	Treg	1	31.1207326391909	38.9005141354199	57.6389625166866	17.0293863659264	24.738633753706	17.5285481429581	31.6227766016838
1	830	560	1	Treg	1	62.7714106898993	22.8035085019828	42.4794067755189	41.0396150079408	49.6840014491587	37.030392922571	19.6468827043885
1	831.5	1692.5	1	Treg	1	79.7652806677191	52.3473972609909	59.1142960712551	26.0768096208106	76.1725015999869	30.8099010060078	27.9732014613987
1	844	1218	1	Treg	1	56.3205113613149	26.9258240356725	22.8527897640529	49.7317805834458	47.783365306349	25.2833937595411	34.212570789112
1	862.5	409.5	1	Treg	1	62.8589691293136	39.8026381035227	36.8680078116516	41.3672575837461	41.0182886039874	37.7524833620253	20.8865985742054
1	866.5	1214	1	CD8T	1	50	22.6715680975093	19.7294196569489	31.9061122670876	51.7928566503143	22.8527897640529	27.4089401473315
1	866.5	1410	1	CD8T	1	17.4427635425124	14.142135623731	46.9920205992464	64.0663718342158	85.5102333057278	35.8503835404867	19.9060292373944
1	874	1352.5	1	CD8T	1	38.8973006775534	39.4271480074326	19.313207915828	61.5406369807788	27.8298401001515	42.5264623499298	18.8215302247187
1	886	593	1	CD8T	1	44.7017896733453	43.4165866921848	49.5403875640876	21.242645786248	51.3857957027037	21.2249852767911	23.2647802482637
1	892	1359.5	1	CD8T	1	31.5753068076939	20.5548047910945	19.313207915828	71.6955368206418	34.8209706929603	46.5859420855691	18.6681547025945
1	897	422.5	1	CD8T	1	27	51.229874097054	49.8121471129282	38.2753184180093	67.4036349168203	36.8680078116516	16.6433169770932
1	906	1327	1	CD8T	1	31.4841229828623	19.1376592090046	14.5344418537486	57.2712842531054	23.5212669726782	61.1494071925477	21.6390850083824
1	912.5	1340	1	CD8T	1	17.1026313764871	21	14.5344418537486	71.4370352128362	33.1058907144937	65.842615379403	23.0217288664427
1	931	1375	1	CD8T	1	22.9401394939089	22.4555115728856	31.3049516849971	44.0113621693308	59.7850315714561	41.7252920900501	22.0227155455452
1	935.5	535	1	CD8T	1	58.0904467188883	81.7083227095013	65.3490627323759	48.7954915950234	35.2278299076171	28.0401497856199	29.3470611816584
1	957	882.5	1	CD8T	1	76.4149854413387	24.9098374141623	57.421685799008	37.1651718682963	65.1152823843988	36.5547534528685	24.0052077683156
1	978	1713	1	CD8T	1	24.4386988196999	86.5794432876534	30.5368629692049	60.3075451332584	52.8795801798766	38.0788655293195	28.5350661467606
1	1046	1674	1	CD8T	1	57.7602804702332	52.2015325445528	22.3215142855497	22	63.5019684734261	11.629703349613	19.3002590656188
1	1052	1695.5	1	CD8T	1	52.1775813927783	30.004166377355	22.3215142855497	35.3022662162077	43.5574333495444	23.3345237791561	15.4434452114805
1	1066	805	1	CD8T	1	72.3083674272902	56.302753041037	57.4891294072192	37.5299880095904	101.475366468912	55.536024344564	25.0798724079689
1	1071.5	1680	1	CD8T	1	76.0591874792257	43.6491695224548	16.1941347407016	47.8774477181063	46.3600043140637	36.0138862107382	22.2092323145128
1	1076	1580	1	CD8T	1	34.8855270850248	21.9829479369806	66.0018939122204	78.423529632375	33.2001506020681	25.2685575369866	21.0535032714273
1	1079.5	560	1	CD8T	1	105.118980208143	24.0831891575846	26.9536639438871	56.2249944419739	46.0678846920498	43.8320658878862	29.2617497767991
1	1087	1698	1	CD8T	1	85.6519118292172	33.9705755029261	20.5060966544099	67.4166151627327	26.6176633084123	54.8930778878357	22.0737400546441
1	1087.5	1677.5	1	CD8T	1	91.7346717441121	51.2103505162775	16.1941347407016	63.5963835449784	47.0956473572665	52.021630116712	9.48683298050514
1	1101.5	684.5	1	CD8T	1	122.656023088962	31.1448230047949	23.8379948821204	130.588092872206	47.0425339453563	75.0416550990182	28.4429253066558
1	1105.5	1678.5	1	CD8T	1	74.9166203188585	40.3608721412211	18.0277563773199	63.702433234532	50.5667875190821	70.0017856915093	18.0277563773199
1	1134.5	1674.5	1	CD8T	1	53.0518614188042	26.0768096208106	29.2745623366089	42.9534631898291	50.5395884431205	66.8823594081429	44.407206622349
1	1161.5	1612	1	CD8T	1	37.9637985454564	46.618129520606	21.6333076527839	25.1644590643232	44.5252737217864	47.0239300782059	19.4743420941504
1	1173.5	1594	1	CD8T	1	16.6508258053467	60.6712452484701	21.6333076527839	46.5107514452304	58.8600033978932	42.6057507855454	21.377558326432
1	1177.5	477.5	1	CD8T	1	54.3920950138897	40.7982842776507	28.6400069832394	21.9544984001001	61.1003273313654	60.3924664175922	27.0416345659799
1	1200	1693	1	CD8T	1	32.4499614791759	23.5212669726782	15.5	74.5821694508815	45.1691266242773	46	46.0570298651574
1	1210.5	1712.5	1	CD8T	1	37.5299880095904	39.7020150622106	20.1308221391974	96.4002074686564	67.3071318657986	40.5030863021573	32.6381678407352
1	1215.5	1693	1	CD8T	1	46.1546314035764	36.0034720547894	15.5	85.2950760595241	53.856290254714	30.5	32.0702354216492
1	1217	1556	1	CD8T	1	41.1096095821889	33.3654012414057	22.3886131772381	85.2247029915623	31.148836254345	56.5	16.6207701385947
1	1217.5	1664	1	CD8T	1	64.7244157949688	27.4089401473315	29.0688837074973	70.9735866361564	39.2237173149104	40.660177077824	16.3248277173145
1	1226	1535.5	1	CD8T	1	62.0987117418711	30.1039864469807	21.9317121994613	90.1997782702374	36.7491496500259	49.5025251881154	23.0054341406547
1	1228	1627	1	CD8T	1	32.2374006396297	36.5308089152157	27.7353564967173	75.9769701949216	54.3530127959803	21.540659228538	16.6883192682786
1	1230.5	821	1	CD8T	1	67.955868032128	48.3993801613203	31.9061122670876	34.0036762718386	66.0018939122204	29.732137494637	19.0394327646598
1	1270.5	1520	1	CD8T	1	64.5484314294314	34.4383507154451	16.1554944214035	63.8905313798532	51.8844870842914	22.3606797749979	21.3600093632938
1	1277	1627	1	CD8T	1	49.0917508345343	25.4656631564937	19.9123077517399	67.4851835590598	68.2000733137436	63.6258595226815	20.597329924046
1	1285.5	1526	1	CD8T	1	49.623583103198	21.0237960416286	16.1554944214035	50.2493781056045	55.8659108938537	36.0693775937429	22.6384628453435
1	1317.5	886	1	CD8T	1	49.6613531833356	39.9155358225341	29.5	67.6405943202749	27.0185121722126	44.2634160453077	21.1009478460092
1	1329.5	1566	1	CD8T	1	23.7697286480094	23.3077240416133	32.8100594330458	18.2482875908947	83	56.5552826887109	26.2154534578367
1	1335	1381	1	CD8T	1	104.883268446402	70.515955641259	22.3439029715043	19.811612756159	55.1293932489738	43.0610032395902	20.5243757517738
1	1352	1366.5	1	CD8T	1	99.7822629528916	59.7013400184619	15.2397506541282	29.2104433379571	55.4707129934347	34.6554469023269	27.7218325512582
1	1363.5	1356.5	1	CD8T	1	89.7231854093467	46.6958242244422	15.2397506541282	41.7851648315524	60.7556581727167	36.5820994476807	17.2699160391705
1	1380	1460	1	CD8T	1	77.0146090037468	23.5478236786332	43.7292808081725	63.5491935432701	44.5449211470848	56.6480361530742	22.1923410211721
1	1425	1331.5	1	CD8T	1	50.0849278725646	39.1184099881373	26.4007575648882	54.0208293161073	50.7000986192335	33.5410196624968	24.1660919471891
1	1454	1452	1	CD8T	1	78.040053818536	25.7390753524675	19.6596032513375	22.6384628453435	42.7375712927162	58.0086200490927	21.8403296678416
1	1476.5	1338.5	1	CD8T	1	43.419465680729	24.9098374141623	23.0217288664427	70.8378429936994	39.0800460593383	63.1050711115993	28.0401497856199
1	1486.5	1316	1	CD8T	1	67.7421582177598	30.004166377355	23.6907154809643	93.804317597859	25.8069758011279	60.4669331122391	35.5844066973162
1	1520	1389	1	CD8T	1	54.1710254656491	29.0903764155777	35.6721179634739	59.3485467387366	24.667792767088	64.4980619863884	26.580067720004
1	1536.5	1456	1	CD8T	1	21.5928228816892	40.7492331216184	34	41.7193000900063	51.2371935218938	23.3077240416133	18.5607111932706
1	1599	1521.5	1	CD8T	1	92.5324267486809	84.3000593119602	71.632743909472	62.6996810199223	140.2007489281	67.041032211624	36.4177154692603
1	398	1146.5	1	Tumor	1	108.102960181486	74.9466476902069	235.542989706762	20.1121853611188	162.278310319032	79.627256639922	26.9675731203236
1	403	1173	1	Tumor	1	102.441446690292	69.3541635375988	229.078589134821	19.2937813815747	154.055184917613	79.4889929487096	26.9675731203236
1	422.5	1077	1	Tumor	1	84.1486779456457	49.9049095781167	209.000598085269	15.5724115023974	139.162674593441	57.0701322935211	25.1097590589794
1	422.5	1282	1	Tumor	1	82.4530169247918	46.9707355701398	211.059233391956	15.9765453086705	138.568575081077	17.4427635425124	110.730528762397
1	447	1071.5	1	Tumor	1	60.4193677557123	39	185.524257174096	17.2699160391705	116.864237472376	35.5598087733891	25.1097590589794
1	465.5	1137.5	1	Tumor	1	41.862871377869	30.2034766210779	168.286957308046	18.8281703837627	94.5013227420654	12.8160056179763	67.8325143275701
1	479	976.5	1	Tumor	1	35.3624094201739	132.098448136229	150.213181845003	20.0249843945008	76.791926658992	14.2126704035519	25.2438111227287
1	500	1376	1	Tumor	1	17.3925271309261	155.64061166675	140.321951240709	43.4165866921848	63.1981012372999	23.5849528301415	67.9282709922754
1	504	980	1	Tumor	1	22.0056810846654	134.239524730982	125.080973772992	45.224440295044	51.5485208323188	18.7683243791235	25.2438111227287
1	518	1046	1	Tumor	1	12.747548783982	83.1760181783187	117.240138178015	57.9762882564933	48.7467947664254	28.2842712474619	67.468511173732
1	522	910	1	Tumor	1	20.0124960961895	132.046393362333	108.664621657649	52.9740502510427	39.8497176903426	26.0192236625154	35.0891721190455
1	530	1158.5	1	Tumor	1	17.7552809045647	85	103.771383338568	71.8366201877566	36.0901648652372	41.8240361514763	67.8325143275701
1	551.5	929	1	Tumor	1	16.6207701385947	102.61700638783	78.8114839347668	45.7930125674213	27.5544914669097	39.6547601177967	18.3847763108502
1	564.5	916	1	Tumor	1	35.0035712463743	96.0416576283438	65.7742350772702	28.2311884269862	18.5539753152795	28.1513765205185	18.3847763108502
1	565.5	1394	1	Tumor	1	18.7882942280559	109.664260358605	82.7647267862343	28.1513765205185	17.2626765016321	29.4703240565828	67.9282709922754
1	612	929.5	1	Tumor	1	73.3297347601913	52.1176553578536	19.5	20.597329924046	33.8710791088799	21.377558326432	36.5136960605195
1	625.5	1557	1	Tumor	1	90.7083237635885	17.6705970470723	23.5053185470863	18.1176709319934	73.7461863420747	96.1691218635171	70.2157389763862
1	629	534	1	Tumor	1	81.8840643837371	78.8447842282545	22.9401394939089	28.5043856274785	50.8551865594848	25.1644590643232	61.3514466007119
1	643.5	948.5	1	Tumor	1	78.0800870901154	20.6518764280634	20.7424685126915	29.5381109754839	66.4906008395172	57.3171004151466	18.6815416922694
1	643.5	1249	1	Tumor	1	66.1400030238887	22.1415898254845	29.2104433379571	25.3870045495722	57.1358031360372	68.8204184817268	33.3054049667618
1	648.5	930.5	1	Tumor	1	65.2725056972689	38.5810834477209	18.4458667456967	39.6295344408687	70.1141925718324	57.716981903076	18.6815416922694
1	649	476	1	Tumor	1	104.300047938628	20.2607995893548	24.0831891575846	46.7038542306735	84.1620460777897	47.5657439761011	56.9956138663319
1	663.5	1293	1	Tumor	1	50.4232089419148	31.6425346645935	22.6991189256323	50.1123737214672	79.4040301244213	29.0043100245464	22.9455878111675
1	665	1155	1	Tumor	1	59.0952620774289	74.4647567645259	16.0078105935821	53.2400225394393	77.0584193972339	36.4005494464026	37.0033782241568
1	670	1072	1	Tumor	1	40.577087130547	85.255498356411	18.5067555233217	42.0862210230379	80.2636281263188	48.931073971455	19.2353840616713
1	670.5	1229.5	1	Tumor	1	40.577087130547	24.6272207120495	22.4722050542442	53.7447671871411	84.2214343264231	60.2992537267253	16.4924225024706
1	674	1349	1	Tumor	1	38.0131556174964	39.6232255123179	16.3783393541592	58.6003412959345	78.2703647621499	28.7923600977759	20.303940504247
1	682.5	1401	1	Tumor	1	25.460754112948	71.5629093874753	24.682990094395	56.7538544946509	65.6543981771214	42.0475920832573	20.2484567313166
1	682.5	1428.5	1	Tumor	1	30.6104557300279	48.8364617882991	24.5	56.6325877918359	69.4208182031874	33.5596483890997	16.0078105935821
1	691	1337	1	Tumor	1	23.7065391822594	47.169905660283	36.4588809482683	76.5375724726098	58.5768725692999	20.5243757517738	20.8086520466848
1	693.5	635	1	Tumor	1	29.5381109754839	45.0693909432999	20.9344214154583	69.9732091589345	73.0068489937759	21.8403296678416	15.5724115023974
1	702.5	1103	1	Tumor	1	29.6015202312314	65.8369197335355	26.4007575648882	75.8501812786232	52.4690384893796	36.9120576505835	13.7568164921976
1	704.5	1133	1	Tumor	1	54.5206382941359	57.6909871643743	25.7730479377197	67.0167889412795	45.0471974710969	35.4295074761138	22.3606797749979
1	705.5	534	1	Tumor	1	112.921432863739	63.0713881248859	34.889110048839	67.225367235888	47.8173608640209	33.2415402771893	20.7002415444845
1	706.5	1362.5	1	Tumor	1	15.5080624192708	59.9854148939557	30.4138126514911	80.1030586182575	56.9495390674938	15.7876534038469	16.5302752548165
1	709	636.5	1	Tumor	1	23.0217288664427	55.0817574156817	33.7083075813664	84.8366076643804	60.1207119052993	19.9123077517399	15.5724115023974
1	710	1465.5	1	Tumor	1	34.7922405142296	60.5082638984131	25.5440795488896	81.0015431951762	71.0211236182588	27.1016604657353	25.4558441227157
1	711	567.5	1	Tumor	1	92.0054346220918	49.862310415784	35.3022662162077	72.8234165636301	42.154477816716	21.095023109729	18.580904176062
1	716	596.5	1	Tumor	1	63.285069329187	42.9330874734161	33.8415425180354	88.4095583067804	56.4003546088143	24.0520269416114	29.4278779391243
1	719	1114.5	1	Tumor	1	40.8931534611847	50.658168146904	37.7690349360425	56.1805126356106	39.3732142452201	20.5	20.1121853611188
1	719.5	1150.5	1	Tumor	1	36.2801598673435	37.476659402887	40.6263461315438	54.4058820349418	31.3129366237024	23.5849528301415	15.2069063257456
1	722	521.5	1	Tumor	1	92.6512277306674	43.0174383244749	48.065060074861	50.9828402504215	41.0365690573664	23.3345237791561	20.7002415444845
1	724	1269	1	Tumor	1	17.066048165876	42.4381903478459	47.0106370941726	52.9740502510427	24.0468293128221	17.066048165876	28.2931087015902
1	725	1092.5	1	Tumor	1	23.1138486626524	41.1096095821889	50.5618433208284	62.6597957226163	29.7069015550259	14.8660687473185	22.8035085019828
1	726.5	1137	1	Tumor	1	50.8183037890877	36.8001358693144	46.6717259162333	45.0693909432999	22.6991189256323	21.9146070008111	15.2069063257456
1	729.5	413.5	1	Tumor	1	27.6586333718787	43.1769614493656	49.623583103198	86.1307146144742	75.9111322534449	17.4928556845359	32.0624390837628
1	737.5	1579.5	1	Tumor	1	50.4777178564959	44.7493016705289	60.7165545794555	40.1154583670684	21.9317121994613	18.5	23.4360832905159
1	748	1461	1	Tumor	1	57.682319648225	50.1722034596847	63.7828346814407	51.7928566503143	55.5	15.0083310198036	22.0510770711999
1	757	1418	1	Tumor	1	51.2103505162775	29.4108823397055	64.5484314294314	17.5641680702503	15.4029218007494	24.8243831746128	43.9317652729776
1	760	698	1	Tumor	1	53.2188876246019	29.4108823397055	61.3942179687957	131.568423263335	21.3600093632938	24.8646335183127	35.0891721190455
1	760.5	1575	1	Tumor	1	61.7170964968379	30.5	38.5519130524025	24.4131112314674	20.8865985742054	23.5849528301415	23.4360832905159
1	766.5	549.5	1	Tumor	1	77.175125526299	13.1244047484067	36.7151195013716	21.8403296678416	16.6207701385947	20.6155281280883	44.8385994428907
1	770	1462.5	1	Tumor	1	74.6089806926753	31.851216617266	55.2109590570568	46.2195845935465	34.3547667726038	21.9658826364888	19.5
1	772	950.5	1	Tumor	1	77.1313814215719	27.7713881539976	30.7001628660175	28.0044639298809	63.231716725074	32.8823660949148	29.7699512932084
1	779	668.5	1	Tumor	1	46.7787344848062	24.0416305603426	29.732137494637	96.9149111334267	28.1513765205185	23.5372045918796	22.0056810846654
1	779.5	646.5	1	Tumor	1	54.7768199149969	18.2002747232013	30.004166377355	81.9039071107112	41.487950057818	16.867127793433	22.0056810846654
1	780	604.5	1	Tumor	1	71.5891053163818	19.1049731745428	60.3738353924943	65.8217289350561	43.6033255612459	31.6741219294237	23.1138486626524
1	783	336.5	1	Tumor	1	84.7614299077122	55.5090082779363	80.5993176149774	52.5856444288743	40.9420321918685	42.2640509180083	15.116216457831
1	784	1042.5	1	Tumor	1	73.8325808840515	22.9455878111675	16.6433169770932	32.897568299192	22.5055548698538	49.4898979590785	23.0488611432322
1	786.5	372.5	1	Tumor	1	77.6208734813001	20.0124960961895	45.1275968781853	55.0567888638631	24.1350367722943	40.6970514902493	25.0049995001
1	787	1546.5	1	Tumor	1	74.3942202056047	21.0535032714273	24.8243831746128	22.0056810846654	42.5352794748077	24.5967477524977	28.1780056072107
1	793	444	1	Tumor	1	41.7432629294836	14.0890028036054	30.4138126514911	23.3452350598575	53.7587202228625	47.4341649025257	24.4386988196999
1	793	491	1	Tumor	1	15.4434452114805	34.4419801985891	17.585505395069	24.3310501211929	74.2243221592491	44.5252737217864	23.5372045918796
1	795.5	345	1	Tumor	1	93.3005894943864	44.6794136040302	73.8664335134708	41.6203075433135	36.5547534528685	54.0023147652024	15.116216457831
1	800	415	1	Tumor	1	68.8077030571433	16.5075740192192	21.095023109729	21.5	24.0831891575846	46.0434577328854	19.723082923316
1	811	555	1	Tumor	1	71.6414684383284	42.4499705535823	26.6176633084123	46.7386349822072	61.1003273313654	19.6468827043885	25.460754112948
1	811	1359.5	1	Tumor	1	17.7200451466694	42.4646912151731	24.1350367722943	42.7551166528639	72.5603197346869	21.2249852767911	36.0555127546399
1	820.5	1544	1	Tumor	1	73.3297347601913	32.6075144713607	32.9279516520539	39.195025194532	51.8772589869588	14.3003496460751	17.6776695296637
1	824	491	1	Tumor	1	19.0394327646598	23.3077240416133	27.3221521846285	36.1247837363769	73.5425047166603	54.2332923581079	18.5607111932706
1	825	1048	1	Tumor	1	67.994485070482	38.347098977628	27.225906780124	20.303940504247	43.9232284787901	44.7465082436608	21.2720473861827
1	829.5	1613	1	Tumor	1	109.413207612244	26.7441582406327	54.2332923581079	23.7118114027588	18.9736659610103	30.232432915662	16.7630546142402
1	830	390	1	Tumor	1	96.4079872209767	42.2018956920184	57.706152185014	26.4054918530218	28.0178514522438	37.9011873164945	16.8077363139716
1	830.5	652.5	1	Tumor	1	25.1097590589794	58.3459510163302	24.2538656712698	56.5265424380441	30.7327187212586	34.590461112856	31.3249102153542
1	840	1016	1	Tumor	1	35.1069793630839	29.7069015550259	21.0059515376	55.3195263898743	36.8408740395773	32.0039060116105	35.3411940941446
1	840.5	1570	1	Tumor	1	85.8676306881703	52.5095229458429	42.0267771783657	39.2587569849072	56.938563381947	22.6770809408971	24.8646335183127
1	842	415.5	1	Tumor	1	76.7088651982286	39.2045915678253	41.2704494765928	20.5060966544099	46.9068225314826	21.3600093632938	24.4386988196999
1	842.5	492.5	1	Tumor	1	37.107950630559	24.8847342762586	21.2132034355964	52.1584125525308	60.4648658313239	47.6681235208604	18.5607111932706
